id_item,id_pedido,id_produto,quantidade,preco_unitario,desconto_item,valor_item
2565,1156,57,1,1602.32,240.35,1361.97
2566,1157,348,2,1722.2,172.22,3272.18
2567,1157,336,1,128.31,12.83,115.48
2568,1157,157,1,1490.54,149.05,1341.49
2569,1158,182,1,116.56,0.0,116.56
2570,1159,339,2,140.77,0.0,281.54
2571,1159,230,2,718.65,0.0,1437.3
2572,1160,198,1,744.0,0.0,744.0
2573,1160,132,1,1037.63,0.0,1037.63
2574,1160,410,1,306.16,15.31,290.85
2575,1161,250,1,422.96,0.0,422.96
2576,1162,495,1,1287.58,0.0,1287.58
2577,1162,407,1,282.38,0.0,282.38
2578,1162,180,1,276.98,13.85,263.13
2579,1163,99,1,1704.38,85.22,1619.16
2580,1163,23,1,218.25,0.0,218.25
2581,1163,203,1,92.8,0.0,92.8
2582,1163,495,1,1287.58,0.0,1287.58
2583,1163,199,3,225.97,0.0,677.91
2584,1164,6,1,739.51,0.0,739.51
2585,1165,293,1,381.87,0.0,381.87
2586,1166,396,1,388.2,19.41,368.79
2587,1166,125,1,100.74,10.07,90.67
2588,1166,313,1,548.86,54.89,493.97
2589,1167,341,1,130.63,0.0,130.63
2590,1167,222,1,410.97,0.0,410.97
2591,1167,304,1,245.12,12.26,232.86
2592,1168,31,3,410.35,123.11,1107.94
2593,1168,198,3,744.0,0.0,2232.0
2594,1168,339,1,140.77,21.12,119.65
2595,1168,499,2,374.96,0.0,749.92
2596,1169,379,1,98.31,0.0,98.31
2597,1169,195,1,152.06,0.0,152.06
2598,1170,197,1,92.09,0.0,92.09
2599,1170,239,1,745.29,0.0,745.29
2600,1170,156,3,806.18,241.85,2176.69
2601,1171,193,2,25.71,0.0,51.42
2602,1172,64,3,686.09,0.0,2058.27
2603,1172,325,1,98.85,9.88,88.97
2604,1172,297,1,505.22,0.0,505.22
2605,1172,193,1,25.71,0.0,25.71
2606,1173,474,3,49.57,22.31,126.4
2607,1173,455,3,889.93,0.0,2669.79
2608,1174,127,1,1365.53,0.0,1365.53
2609,1174,260,1,168.38,0.0,168.38
2610,1175,101,1,799.75,0.0,799.75
2611,1175,234,1,56.17,2.81,53.36
2612,1176,89,3,562.53,0.0,1687.59
2613,1177,456,1,543.42,0.0,543.42
2614,1177,491,1,510.48,0.0,510.48
2615,1178,81,2,332.29,0.0,664.58
2616,1178,55,3,574.34,86.15,1636.87
2617,1179,473,1,242.48,12.12,230.36
2618,1180,489,2,271.04,54.21,487.87
2619,1180,234,2,56.17,0.0,112.34
2620,1180,66,1,475.17,0.0,475.17
2621,1181,400,1,478.07,0.0,478.07
2622,1182,194,1,128.74,0.0,128.74
2623,1182,127,2,1365.53,0.0,2731.06
2624,1183,414,1,379.72,0.0,379.72
2625,1183,16,2,228.05,0.0,456.1
2626,1183,178,1,253.12,0.0,253.12
2627,1184,191,1,445.19,22.26,422.93
2628,1184,61,2,706.83,0.0,1413.66
2629,1185,328,1,166.24,8.31,157.93
2630,1185,66,1,475.17,23.76,451.41
2631,1186,163,3,791.36,0.0,2374.08
2632,1187,311,1,1701.29,0.0,1701.29
2633,1187,238,1,251.63,0.0,251.63
2634,1187,13,1,310.16,15.51,294.65
2635,1188,204,1,974.33,48.72,925.61
2636,1188,338,1,331.46,16.57,314.89
2637,1188,114,1,381.15,0.0,381.15
2638,1189,402,1,232.64,0.0,232.64
2639,1190,424,1,621.42,0.0,621.42
2640,1190,490,1,183.23,0.0,183.23
2641,1191,283,1,51.19,2.56,48.63
2642,1191,105,3,252.24,0.0,756.72
2643,1192,3,1,366.35,0.0,366.35
2644,1192,333,1,1760.85,264.13,1496.72
2645,1192,166,2,56.16,0.0,112.32
2646,1192,252,2,237.74,0.0,475.48
2647,1192,470,1,22.47,2.25,20.22
2648,1193,438,1,28.2,0.0,28.2
2649,1193,239,1,745.29,0.0,745.29
2650,1193,303,1,73.91,0.0,73.91
2651,1194,101,2,799.75,79.98,1519.52
2652,1195,249,1,304.07,15.2,288.87
2653,1196,469,4,52.91,0.0,211.64
2654,1196,420,2,302.73,0.0,605.46
2655,1196,211,1,431.31,0.0,431.31
2656,1196,459,1,846.28,0.0,846.28
2657,1196,317,4,615.4,0.0,2461.6
2658,1197,286,1,44.99,2.25,42.74
2659,1197,118,1,834.79,0.0,834.79
2660,1197,355,2,233.24,46.65,419.83
2661,1198,71,1,267.56,0.0,267.56
2662,1198,446,1,911.16,0.0,911.16
2663,1198,150,2,98.25,0.0,196.5
2664,1198,235,1,93.71,0.0,93.71
2665,1199,284,3,131.83,19.77,375.72
2666,1200,190,2,487.21,97.44,876.98
2667,1200,322,2,640.61,0.0,1281.22
2668,1201,361,1,542.3,0.0,542.3
2669,1201,101,1,799.75,0.0,799.75
2670,1201,8,1,47.63,0.0,47.63
2671,1202,467,1,340.69,17.03,323.66
2672,1202,184,1,346.78,0.0,346.78
2673,1203,245,2,1422.66,284.53,2560.79
2674,1203,16,1,228.05,0.0,228.05
2675,1204,381,1,25.06,0.0,25.06
2676,1204,21,2,570.31,0.0,1140.62
2677,1204,40,2,41.35,4.14,78.56
2678,1205,455,1,889.93,0.0,889.93
2679,1206,263,1,549.19,54.92,494.27
2680,1206,254,1,480.24,0.0,480.24
2681,1207,484,1,69.16,0.0,69.16
2682,1207,318,1,701.27,0.0,701.27
2683,1207,398,1,326.26,0.0,326.26
2684,1208,156,1,806.18,40.31,765.87
2685,1208,436,1,79.93,0.0,79.93
2686,1208,175,1,377.52,0.0,377.52
2687,1209,338,1,331.46,16.57,314.89
2688,1209,273,1,1772.46,0.0,1772.46
2689,1209,258,1,488.88,0.0,488.88
2690,1210,386,1,60.59,0.0,60.59
2691,1210,220,1,248.05,0.0,248.05
2692,1211,457,1,1547.59,0.0,1547.59
2693,1212,266,1,43.33,0.0,43.33
2694,1212,113,1,199.75,0.0,199.75
2695,1212,173,1,504.51,0.0,504.51
2696,1213,9,1,446.87,44.69,402.18
2697,1213,282,1,529.29,26.46,502.83
2698,1214,338,1,331.46,0.0,331.46
2699,1215,137,3,138.5,0.0,415.5
2700,1216,223,1,220.63,11.03,209.6
2701,1217,281,1,203.5,20.35,183.15
2702,1218,228,1,199.9,19.99,179.91
2703,1218,113,1,199.75,0.0,199.75
2704,1219,181,4,462.14,0.0,1848.56
2705,1220,168,1,444.55,22.23,422.32
2706,1220,130,2,192.21,0.0,384.42
2707,1220,188,1,165.39,0.0,165.39
2708,1220,233,2,62.54,0.0,125.08
2709,1221,221,2,112.29,11.23,213.35
2710,1221,74,3,266.63,0.0,799.89
2711,1222,230,1,718.65,35.93,682.72
2712,1222,134,1,647.85,0.0,647.85
2713,1222,275,1,1081.83,108.18,973.65
2714,1223,195,1,152.06,7.6,144.46
2715,1223,202,1,27.4,0.0,27.4
2716,1224,227,1,910.83,91.08,819.75
2717,1224,108,2,382.1,0.0,764.2
2718,1225,68,1,381.19,0.0,381.19
2719,1225,262,1,589.98,29.5,560.48
2720,1225,176,1,405.76,0.0,405.76
2721,1226,259,1,559.91,0.0,559.91
2722,1227,225,1,506.32,0.0,506.32
2723,1227,36,2,477.42,0.0,954.84
2724,1228,398,1,326.26,0.0,326.26
2725,1228,178,1,253.12,37.97,215.15
2726,1228,366,4,289.01,57.8,1098.24
2727,1228,429,1,370.95,18.55,352.4
2728,1228,305,2,481.22,0.0,962.44
2729,1229,63,1,402.03,0.0,402.03
2730,1229,358,1,447.15,0.0,447.15
2731,1230,227,1,910.83,0.0,910.83
2732,1230,416,1,561.22,0.0,561.22
2733,1230,332,2,201.42,0.0,402.84
2734,1231,476,1,180.12,0.0,180.12
2735,1231,117,1,505.13,0.0,505.13
2736,1231,30,2,699.23,139.85,1258.61
2737,1231,159,1,686.54,0.0,686.54
2738,1231,283,1,51.19,0.0,51.19
2739,1232,457,2,1547.59,464.28,2630.9
2740,1232,318,1,701.27,105.19,596.08
2741,1232,301,1,621.98,0.0,621.98
2742,1233,420,4,302.73,0.0,1210.92
2743,1233,114,2,381.15,38.12,724.18
2744,1233,490,1,183.23,0.0,183.23
2745,1234,3,1,366.35,0.0,366.35
2746,1235,107,1,1446.88,0.0,1446.88
2747,1235,300,1,1196.68,0.0,1196.68
2748,1235,268,1,735.4,0.0,735.4
2749,1235,234,1,56.17,0.0,56.17
2750,1236,410,1,306.16,0.0,306.16
2751,1237,30,2,699.23,0.0,1398.46
2752,1237,294,3,473.49,142.05,1278.42
2753,1237,234,1,56.17,0.0,56.17
2754,1238,329,1,368.94,0.0,368.94
2755,1238,376,1,453.69,45.37,408.32
2756,1238,230,1,718.65,0.0,718.65
2757,1238,157,1,1490.54,0.0,1490.54
2758,1239,471,1,349.02,0.0,349.02
2759,1239,270,3,216.82,0.0,650.46
2760,1239,78,1,1233.01,0.0,1233.01
2761,1240,335,1,43.83,4.38,39.45
2762,1240,376,1,453.69,0.0,453.69
2763,1240,333,2,1760.85,0.0,3521.7
2764,1240,67,2,591.6,0.0,1183.2
2765,1241,75,2,572.82,0.0,1145.64
2766,1241,406,2,528.99,0.0,1057.98
2767,1242,39,1,295.64,0.0,295.64
2768,1242,490,2,183.23,18.32,348.14
2769,1242,358,3,447.15,201.22,1140.23
2770,1242,73,2,230.9,0.0,461.8
2771,1243,9,1,446.87,0.0,446.87
2772,1243,203,1,92.8,0.0,92.8
2773,1244,360,2,74.44,0.0,148.88
2774,1245,335,2,43.83,0.0,87.66
2775,1246,354,1,1184.44,118.44,1066.0
2776,1247,101,2,799.75,0.0,1599.5
2777,1247,498,1,592.38,59.24,533.14
2778,1247,21,2,570.31,0.0,1140.62
2779,1248,352,2,67.19,0.0,134.38
2780,1248,201,1,1113.84,111.38,1002.46
2781,1249,80,1,1519.77,0.0,1519.77
2782,1250,25,2,129.08,0.0,258.16
2783,1251,58,1,213.07,0.0,213.07
2784,1251,62,3,75.78,11.37,215.97
2785,1251,70,1,264.41,26.44,237.97
2786,1252,460,3,218.49,65.55,589.92
2787,1252,386,1,60.59,0.0,60.59
2788,1252,314,1,388.47,0.0,388.47
2789,1253,279,1,529.9,0.0,529.9
2790,1254,83,2,392.77,0.0,785.54
2791,1254,127,1,1365.53,204.83,1160.7
2792,1255,113,1,199.75,0.0,199.75
2793,1256,143,1,597.99,0.0,597.99
2794,1257,445,2,252.8,0.0,505.6
2795,1257,143,1,597.99,0.0,597.99
2796,1257,409,1,306.05,0.0,306.05
2797,1258,408,1,1300.32,65.02,1235.3
2798,1259,417,3,514.43,77.16,1466.13
2799,1260,434,1,79.88,7.99,71.89
2800,1261,25,1,129.08,0.0,129.08
2801,1261,260,2,168.38,0.0,336.76
2802,1261,387,1,308.65,0.0,308.65
2803,1262,246,1,202.22,0.0,202.22
2804,1263,96,3,511.88,0.0,1535.64
2805,1263,88,1,428.09,0.0,428.09
2806,1264,452,1,356.21,0.0,356.21
2807,1265,374,1,146.37,7.32,139.05
2808,1265,129,3,328.67,0.0,986.01
2809,1265,426,3,1142.36,0.0,3427.08
2810,1265,7,1,47.92,0.0,47.92
2811,1265,91,1,839.33,0.0,839.33
2812,1266,291,1,1834.91,91.75,1743.16
2813,1266,478,1,522.34,26.12,496.22
2814,1266,486,1,234.88,0.0,234.88
2815,1267,409,1,306.05,0.0,306.05
2816,1268,326,2,1832.35,549.7,3115.0
2817,1268,126,3,292.06,0.0,876.18
2818,1268,187,2,475.52,0.0,951.04
2819,1268,280,1,544.54,0.0,544.54
2820,1269,384,1,61.77,0.0,61.77
2821,1270,92,1,418.4,0.0,418.4
2822,1271,441,3,416.67,0.0,1250.01
2823,1271,127,1,1365.53,68.28,1297.25
2824,1271,222,1,410.97,20.55,390.42
2825,1272,165,1,440.32,22.02,418.3
2826,1272,60,1,1339.8,0.0,1339.8
2827,1272,384,1,61.77,0.0,61.77
2828,1272,253,2,555.76,0.0,1111.52
2829,1273,334,1,373.05,0.0,373.05
2830,1273,55,1,574.34,28.72,545.62
2831,1273,49,1,470.49,47.05,423.44
2832,1273,232,2,130.32,0.0,260.64
2833,1274,162,2,217.78,0.0,435.56
2834,1274,177,1,348.62,0.0,348.62
2835,1275,259,1,559.91,0.0,559.91
2836,1275,296,1,371.76,0.0,371.76
2837,1275,348,1,1722.2,86.11,1636.09
2838,1276,100,1,29.6,2.96,26.64
2839,1276,281,1,203.5,20.35,183.15
2840,1276,246,1,202.22,0.0,202.22
2841,1276,230,1,718.65,0.0,718.65
2842,1277,321,4,246.85,0.0,987.4
2843,1277,21,3,570.31,0.0,1710.93
2844,1277,6,1,739.51,0.0,739.51
2845,1278,384,1,61.77,0.0,61.77
2846,1279,386,1,60.59,3.03,57.56
2847,1279,257,1,634.07,95.11,538.96
2848,1279,4,2,577.84,0.0,1155.68
2849,1280,110,1,1839.27,183.93,1655.34
2850,1280,466,1,178.96,0.0,178.96
2851,1281,466,2,178.96,0.0,357.92
2852,1282,274,1,1118.41,0.0,1118.41
2853,1282,456,1,543.42,0.0,543.42
2854,1283,263,1,549.19,27.46,521.73
2855,1283,356,1,634.44,63.44,571.0
2856,1283,441,1,416.67,62.5,354.17
2857,1284,98,1,230.17,11.51,218.66
2858,1285,106,1,721.04,0.0,721.04
2859,1285,356,1,634.44,31.72,602.72
2860,1286,478,1,522.34,0.0,522.34
2861,1286,320,1,232.41,0.0,232.41
2862,1286,254,1,480.24,0.0,480.24
2863,1287,321,1,246.85,0.0,246.85
2864,1288,34,1,298.44,14.92,283.52
2865,1288,323,1,386.9,0.0,386.9
2866,1288,80,1,1519.77,75.99,1443.78
2867,1289,91,2,839.33,167.87,1510.79
2868,1289,154,1,220.64,0.0,220.64
2869,1289,146,1,403.2,0.0,403.2
2870,1290,172,1,552.6,0.0,552.6
2871,1290,310,2,649.12,0.0,1298.24
2872,1290,335,1,43.83,4.38,39.45
2873,1290,482,1,426.62,0.0,426.62
2874,1290,448,3,269.1,40.37,766.93
2875,1291,237,1,1417.77,0.0,1417.77
2876,1291,494,3,399.07,0.0,1197.21
2877,1291,252,2,237.74,0.0,475.48
2878,1291,481,1,836.29,0.0,836.29
2879,1292,267,1,609.89,0.0,609.89
2880,1293,390,1,353.78,17.69,336.09
2881,1294,117,1,505.13,0.0,505.13
2882,1294,262,1,589.98,29.5,560.48
2883,1294,155,3,207.08,0.0,621.24
2884,1294,490,1,183.23,0.0,183.23
2885,1294,18,1,216.42,0.0,216.42
2886,1295,336,1,128.31,0.0,128.31
2887,1296,436,1,79.93,0.0,79.93
2888,1296,221,1,112.29,5.61,106.68
2889,1296,16,1,228.05,0.0,228.05
2890,1297,480,1,553.88,0.0,553.88
2891,1298,324,1,138.85,0.0,138.85
2892,1298,384,1,61.77,0.0,61.77
2893,1298,76,2,316.92,0.0,633.84
2894,1299,56,2,1140.78,0.0,2281.56
2895,1299,218,2,177.67,0.0,355.34
2896,1299,319,1,335.01,0.0,335.01
2897,1299,462,1,110.35,0.0,110.35
2898,1300,184,1,346.78,0.0,346.78
2899,1300,497,1,1754.85,0.0,1754.85
2900,1300,97,1,168.9,0.0,168.9
2901,1301,17,1,196.14,0.0,196.14
2902,1301,69,1,966.66,0.0,966.66
2903,1302,69,1,966.66,0.0,966.66
2904,1303,381,2,25.06,0.0,50.12
2905,1303,317,1,615.4,0.0,615.4
2906,1304,227,1,910.83,0.0,910.83
2907,1304,276,2,583.49,0.0,1166.98
2908,1304,170,1,1955.6,0.0,1955.6
2909,1305,284,3,131.83,0.0,395.49
2910,1306,241,1,151.78,0.0,151.78
2911,1306,104,1,538.44,0.0,538.44
2912,1306,1,2,282.39,0.0,564.78
2913,1307,36,1,477.42,0.0,477.42
2914,1307,422,1,206.67,0.0,206.67
2915,1308,252,2,237.74,71.32,404.16
2916,1308,309,1,596.2,0.0,596.2
2917,1309,437,1,1380.87,0.0,1380.87
2918,1309,344,2,810.97,0.0,1621.94
2919,1310,37,4,55.66,0.0,222.64
2920,1310,428,1,459.27,0.0,459.27
2921,1310,356,1,634.44,0.0,634.44
2922,1310,98,1,230.17,34.53,195.64
2923,1311,335,2,43.83,0.0,87.66
2924,1312,25,2,129.08,25.82,232.34
2925,1312,482,2,426.62,0.0,853.24
2926,1313,398,2,326.26,0.0,652.52
2927,1313,332,1,201.42,0.0,201.42
2928,1314,158,1,655.65,0.0,655.65
2929,1314,212,1,768.71,76.87,691.84
2930,1314,94,1,1804.89,0.0,1804.89
2931,1315,66,1,475.17,0.0,475.17
2932,1315,112,1,580.03,0.0,580.03
2933,1316,267,1,609.89,0.0,609.89
2934,1317,378,3,227.81,68.34,615.09
2935,1317,305,1,481.22,0.0,481.22
2936,1317,93,4,598.67,0.0,2394.68
2937,1317,257,1,634.07,63.41,570.66
2938,1318,262,1,589.98,29.5,560.48
2939,1318,452,1,356.21,0.0,356.21
2940,1318,456,2,543.42,0.0,1086.84
2941,1318,234,1,56.17,0.0,56.17
2942,1319,131,1,52.19,0.0,52.19
2943,1319,130,2,192.21,0.0,384.42
2944,1319,201,1,1113.84,0.0,1113.84
2945,1319,152,1,696.66,0.0,696.66
2946,1320,297,3,505.22,151.57,1364.09
2947,1321,455,1,889.93,133.49,756.44
2948,1322,2,1,25.65,0.0,25.65
2949,1322,113,2,199.75,19.98,379.52
2950,1323,430,1,208.64,0.0,208.64
2951,1324,387,1,308.65,0.0,308.65
2952,1325,371,1,426.79,0.0,426.79
2953,1325,191,1,445.19,0.0,445.19
2954,1326,295,1,262.52,0.0,262.52
2955,1326,250,1,422.96,21.15,401.81
2956,1327,349,1,957.08,0.0,957.08
2957,1327,489,1,271.04,0.0,271.04
2958,1327,397,2,445.78,44.58,846.98
2959,1328,262,4,589.98,235.99,2123.93
2960,1328,486,1,234.88,11.74,223.14
2961,1328,434,1,79.88,3.99,75.89
2962,1329,338,1,331.46,0.0,331.46
2963,1329,65,2,283.16,0.0,566.32
2964,1330,21,1,570.31,0.0,570.31
2965,1331,258,1,488.88,0.0,488.88
2966,1331,481,1,836.29,41.81,794.48
2967,1331,498,3,592.38,88.86,1688.28
2968,1332,9,1,446.87,0.0,446.87
2969,1333,175,1,377.52,0.0,377.52
2970,1333,158,3,655.65,0.0,1966.95
2971,1334,24,1,184.36,0.0,184.36
2972,1334,385,1,213.51,21.35,192.16
2973,1335,21,3,570.31,0.0,1710.93
2974,1335,343,1,389.98,19.5,370.48
2975,1335,303,1,73.91,0.0,73.91
2976,1336,442,2,974.22,0.0,1948.44
2977,1337,328,1,166.24,0.0,166.24
2978,1337,424,1,621.42,62.14,559.28
2979,1338,427,2,321.59,32.16,611.02
2980,1338,438,1,28.2,1.41,26.79
2981,1339,173,3,504.51,0.0,1513.53
2982,1339,204,1,974.33,0.0,974.33
2983,1339,109,1,228.13,0.0,228.13
2984,1340,92,1,418.4,41.84,376.56
2985,1340,42,3,225.27,0.0,675.81
2986,1341,263,1,549.19,0.0,549.19
2987,1341,321,2,246.85,0.0,493.7
2988,1342,127,1,1365.53,0.0,1365.53
2989,1343,243,1,230.28,0.0,230.28
2990,1343,234,1,56.17,0.0,56.17
2991,1343,95,1,273.61,0.0,273.61
2992,1344,259,3,559.91,0.0,1679.73
2993,1344,42,1,225.27,11.26,214.01
2994,1345,285,1,690.76,34.54,656.22
2995,1345,426,1,1142.36,0.0,1142.36
2996,1346,489,3,271.04,40.66,772.46
2997,1346,76,2,316.92,0.0,633.84
2998,1346,49,1,470.49,47.05,423.44
2999,1347,288,2,456.92,0.0,913.84
3000,1348,210,1,103.27,0.0,103.27
3001,1349,408,1,1300.32,130.03,1170.29
3002,1349,104,1,538.44,0.0,538.44
3003,1349,85,3,302.51,90.75,816.78
3004,1350,240,1,568.64,0.0,568.64
3005,1350,191,1,445.19,0.0,445.19
3006,1350,153,1,475.69,23.78,451.91
3007,1350,450,1,246.75,0.0,246.75
3008,1350,158,1,655.65,0.0,655.65
3009,1351,320,1,232.41,0.0,232.41
3010,1352,178,1,253.12,0.0,253.12
3011,1352,295,1,262.52,39.38,223.14
3012,1353,300,1,1196.68,59.83,1136.85
3013,1354,291,1,1834.91,0.0,1834.91
3014,1354,468,1,236.03,0.0,236.03
3015,1355,245,1,1422.66,0.0,1422.66
3016,1355,351,2,363.01,0.0,726.02
3017,1356,448,1,269.1,13.46,255.64
3018,1356,213,1,289.89,0.0,289.89
3019,1357,256,1,86.88,4.34,82.54
3020,1357,467,1,340.69,0.0,340.69
3021,1357,345,1,632.85,94.93,537.92
3022,1357,130,1,192.21,0.0,192.21
3023,1357,196,1,340.81,0.0,340.81
3024,1358,360,1,74.44,0.0,74.44
3025,1358,237,3,1417.77,638.0,3615.31
3026,1358,10,2,437.16,43.72,830.6
3027,1358,170,1,1955.6,0.0,1955.6
3028,1358,381,3,25.06,0.0,75.18
3029,1359,310,1,649.12,64.91,584.21
3030,1360,17,3,196.14,29.42,559.0
3031,1360,236,1,51.08,0.0,51.08
3032,1361,107,1,1446.88,0.0,1446.88
3033,1361,91,2,839.33,0.0,1678.66
3034,1362,71,1,267.56,0.0,267.56
3035,1362,385,1,213.51,0.0,213.51
3036,1362,203,1,92.8,9.28,83.52
3037,1362,280,2,544.54,0.0,1089.08
3038,1363,348,1,1722.2,0.0,1722.2
3039,1364,399,1,186.88,9.34,177.54
3040,1364,307,1,107.42,0.0,107.42
3041,1364,326,1,1832.35,91.62,1740.73
3042,1364,193,1,25.71,0.0,25.71
3043,1365,179,1,921.74,0.0,921.74
3044,1365,259,1,559.91,0.0,559.91
3045,1366,300,1,1196.68,0.0,1196.68
3046,1367,363,1,23.5,0.0,23.5
3047,1368,369,1,133.54,0.0,133.54
3048,1368,341,1,130.63,6.53,124.1
3049,1368,405,1,307.63,30.76,276.87
3050,1368,141,1,876.47,0.0,876.47
3051,1369,206,2,59.76,5.98,113.54
3052,1369,479,1,964.6,96.46,868.14
3053,1369,495,1,1287.58,64.38,1223.2
3054,1369,358,3,447.15,0.0,1341.45
3055,1370,69,4,966.66,193.33,3673.31
3056,1370,425,1,658.16,0.0,658.16
3057,1371,192,1,435.03,0.0,435.03
3058,1371,219,1,57.92,5.79,52.13
3059,1372,190,1,487.21,0.0,487.21
3060,1373,433,2,420.63,0.0,841.26
3061,1374,415,1,783.51,0.0,783.51
3062,1374,294,1,473.49,0.0,473.49
3063,1374,283,1,51.19,2.56,48.63
3064,1375,171,2,228.98,45.8,412.16
3065,1375,166,1,56.16,0.0,56.16
3066,1375,116,1,1256.01,0.0,1256.01
3067,1375,35,2,121.58,0.0,243.16
3068,1376,48,1,577.21,0.0,577.21
3069,1376,420,1,302.73,15.14,287.59
3070,1376,499,1,374.96,0.0,374.96
3071,1377,408,1,1300.32,65.02,1235.3
3072,1377,305,2,481.22,0.0,962.44
3073,1378,452,2,356.21,0.0,712.42
3074,1378,163,1,791.36,0.0,791.36
3075,1378,15,2,522.57,156.77,888.37
3076,1378,464,1,382.94,0.0,382.94
3077,1379,488,1,858.44,0.0,858.44
3078,1379,3,1,366.35,0.0,366.35
3079,1379,243,2,230.28,0.0,460.56
3080,1379,165,3,440.32,0.0,1320.96
3081,1379,423,1,323.68,16.18,307.5
3082,1380,500,1,47.16,7.07,40.09
3083,1380,296,1,371.76,0.0,371.76
3084,1381,287,1,274.76,0.0,274.76
3085,1381,428,1,459.27,22.96,436.31
3086,1382,443,1,481.51,0.0,481.51
3087,1383,20,1,306.9,0.0,306.9
3088,1383,253,1,555.76,0.0,555.76
3089,1383,496,1,462.53,46.25,416.28
3090,1383,494,3,399.07,0.0,1197.21
3091,1383,60,1,1339.8,0.0,1339.8
3092,1384,162,1,217.78,0.0,217.78
3093,1384,217,1,49.19,0.0,49.19
3094,1385,274,1,1118.41,0.0,1118.41
3095,1386,389,1,631.25,0.0,631.25
3096,1386,118,2,834.79,0.0,1669.58
3097,1386,337,1,443.22,0.0,443.22
3098,1386,130,3,192.21,0.0,576.63
3099,1387,102,1,82.07,4.1,77.97
3100,1387,266,3,43.33,0.0,129.99
3101,1388,263,1,549.19,0.0,549.19
3102,1388,158,1,655.65,0.0,655.65
3103,1388,253,1,555.76,0.0,555.76
3104,1389,453,1,47.17,2.36,44.81
3105,1390,204,2,974.33,0.0,1948.66
3106,1390,347,2,915.83,183.17,1648.49
3107,1390,459,1,846.28,84.63,761.65
3108,1391,47,1,243.79,12.19,231.6
3109,1391,169,1,28.08,1.4,26.68
3110,1391,309,1,596.2,89.43,506.77
3111,1392,347,1,915.83,0.0,915.83
3112,1393,130,1,192.21,0.0,192.21
3113,1393,49,1,470.49,0.0,470.49
3114,1394,69,3,966.66,0.0,2899.98
3115,1395,145,2,771.94,0.0,1543.88
3116,1395,142,1,331.53,33.15,298.38
3117,1396,121,1,75.34,0.0,75.34
3118,1396,54,1,260.44,0.0,260.44
3119,1396,365,1,491.73,0.0,491.73
3120,1397,201,1,1113.84,0.0,1113.84
3121,1397,186,1,580.3,0.0,580.3
3122,1397,199,2,225.97,45.19,406.75
3123,1398,471,1,349.02,0.0,349.02
3124,1399,351,1,363.01,18.15,344.86
3125,1400,107,1,1446.88,144.69,1302.19
3126,1400,42,1,225.27,0.0,225.27
3127,1401,36,1,477.42,0.0,477.42
3128,1402,89,2,562.53,0.0,1125.06
3129,1402,453,1,47.17,0.0,47.17
3130,1403,127,1,1365.53,204.83,1160.7
3131,1404,40,1,41.35,2.07,39.28
3132,1405,44,1,175.03,0.0,175.03
3133,1406,329,1,368.94,0.0,368.94
3134,1406,299,1,2047.37,0.0,2047.37
3135,1406,409,1,306.05,0.0,306.05
3136,1407,480,2,553.88,0.0,1107.76
3137,1407,419,1,243.79,0.0,243.79
3138,1407,202,1,27.4,1.37,26.03
3139,1407,386,1,60.59,6.06,54.53
3140,1408,482,1,426.62,21.33,405.29
3141,1408,413,1,298.14,14.91,283.23
3142,1409,248,1,1578.51,78.93,1499.58
3143,1409,83,3,392.77,0.0,1178.31
3144,1409,212,1,768.71,76.87,691.84
3145,1410,467,2,340.69,34.07,647.31
3146,1410,421,1,913.65,0.0,913.65
3147,1410,180,2,276.98,55.4,498.56
3148,1411,51,1,480.81,48.08,432.73
3149,1411,277,2,512.33,0.0,1024.66
3150,1412,358,1,447.15,44.72,402.43
3151,1412,5,4,631.56,252.62,2273.62
3152,1412,148,2,860.35,0.0,1720.7
3153,1412,390,1,353.78,35.38,318.4
3154,1412,356,1,634.44,31.72,602.72
3155,1413,407,1,282.38,0.0,282.38
3156,1413,364,1,1028.56,51.43,977.13
3157,1413,474,2,49.57,0.0,99.14
3158,1414,246,1,202.22,20.22,182.0
3159,1414,110,2,1839.27,0.0,3678.54
3160,1415,218,1,177.67,0.0,177.67
3161,1416,457,1,1547.59,0.0,1547.59
3162,1417,388,1,182.3,0.0,182.3
3163,1417,424,1,621.42,0.0,621.42
3164,1418,443,1,481.51,0.0,481.51
3165,1419,58,3,213.07,0.0,639.21
3166,1419,168,2,444.55,0.0,889.1
3167,1420,348,1,1722.2,0.0,1722.2
3168,1420,71,1,267.56,0.0,267.56
3169,1420,101,1,799.75,0.0,799.75
3170,1421,301,2,621.98,124.4,1119.56
3171,1421,114,2,381.15,38.12,724.18
3172,1421,277,1,512.33,0.0,512.33
3173,1422,213,4,289.89,0.0,1159.56
3174,1423,17,2,196.14,0.0,392.28
3175,1423,256,1,86.88,8.69,78.19
3176,1424,326,1,1832.35,0.0,1832.35
3177,1424,382,1,19.1,2.87,16.23
3178,1424,184,1,346.78,0.0,346.78
3179,1424,79,1,269.07,0.0,269.07
3180,1425,143,1,597.99,0.0,597.99
3181,1426,467,1,340.69,0.0,340.69
3182,1426,34,2,298.44,59.69,537.19
3183,1427,235,1,93.71,0.0,93.71
3184,1427,344,2,810.97,0.0,1621.94
3185,1427,76,1,316.92,0.0,316.92
3186,1428,290,1,862.66,0.0,862.66
3187,1428,387,1,308.65,30.86,277.79
3188,1429,419,2,243.79,0.0,487.58
3189,1429,325,1,98.85,0.0,98.85
