id_pedido,id_cliente,data_pedido,canal_venda,status_pedido,valor_frete,desconto_pedido,valor_total
11654,3525,2025-05-29 01:35:09,Marketplace,Concluido,33.67,0.0,2053.41
11655,3505,2024-05-15 15:39:31,Site,Cancelado,6.37,0.0,250.16
11656,807,2025-06-16 10:44:21,App,Concluido,0.0,20.0,2247.18
11657,2667,2024-01-25 08:08:55,Site,Concluido,9.02,0.0,1874.66
11658,405,2025-05-09 02:38:31,Marketplace,Em processamento,17.52,25.0,1428.23
11659,594,2025-03-22 05:41:52,Site,Concluido,6.45,0.0,4217.97
11660,3950,2025-05-11 14:49:44,Marketplace,Concluido,17.77,0.0,1751.76
11661,4108,2024-11-28 23:53:13,App,Cancelado,19.59,0.0,465.37
11662,3281,2024-12-02 06:09:52,Marketplace,Concluido,9.87,0.0,881.73
11663,2213,2025-07-11 06:35:46,Marketplace,Concluido,30.74,15.0,1804.15
11664,1543,2025-05-08 22:15:50,Site,Concluido,0.0,10.0,1184.86
11665,614,2025-07-31 21:35:17,Site,Cancelado,14.47,0.0,680.03
11666,869,2025-01-11 20:11:24,Site,Cancelado,31.59,0.0,249.84
11667,812,2025-01-14 21:31:51,App,Concluido,15.24,0.0,604.54
11668,1823,2025-05-17 02:49:55,Site,Concluido,0.0,0.0,76.95
11669,4863,2025-05-06 12:25:49,Marketplace,Concluido,1.24,20.0,2680.55
11670,4178,2025-06-28 17:26:53,Site,Concluido,15.21,10.0,574.22
11671,1745,2025-02-07 19:45:55,Site,Cancelado,5.55,0.0,1751.27
11672,2257,2024-01-16 23:02:31,Site,Concluido,32.61,0.0,5529.66
11673,4043,2025-05-14 18:46:42,Site,Concluido,30.97,0.0,1263.64
11674,3668,2024-04-01 08:35:56,Site,Concluido,30.93,0.0,321.47
11675,522,2024-10-11 10:51:17,App,Concluido,13.39,20.0,146.27
11676,1526,2024-10-23 00:03:47,Site,Concluido,18.84,5.0,669.2
11677,1470,2025-01-11 04:09:41,Marketplace,Concluido,9.2,20.0,715.32
11678,2676,2025-02-12 21:48:35,Site,Concluido,15.67,0.0,47.34
11679,1514,2024-06-01 14:18:09,Site,Concluido,13.39,20.0,1219.08
11680,4877,2024-11-26 18:04:57,Site,Cancelado,11.55,0.0,2354.68
11681,1452,2025-01-11 00:31:26,Site,Concluido,0.0,0.0,135.88
11682,4655,2025-06-01 12:39:38,Marketplace,Concluido,20.47,0.0,3891.69
11683,3431,2025-01-07 10:32:10,App,Concluido,30.85,0.0,2446.09
11684,3008,2024-11-15 01:28:02,App,Concluido,33.74,10.0,372.36
11685,3125,2025-12-11 22:26:18,App,Concluido,2.72,5.0,4155.28
11686,1754,2025-08-28 11:48:55,App,Concluido,6.1,10.0,3589.89
11687,4956,2025-10-22 18:42:04,Site,Concluido,31.54,0.0,2377.4
11688,1613,2025-01-29 21:48:15,App,Concluido,34.21,0.0,1740.88
11689,3276,2025-01-05 06:52:32,App,Concluido,24.88,5.0,462.84
11690,556,2024-03-29 03:33:14,Site,Cancelado,20.28,0.0,1412.37
11691,4252,2025-03-05 02:41:29,App,Concluido,29.58,5.0,3948.69
11692,2050,2025-01-25 20:23:49,Marketplace,Cancelado,24.15,10.0,1363.03
11693,825,2025-07-20 13:12:24,Site,Concluido,33.44,10.0,441.79
11694,2850,2025-08-07 04:59:44,Site,Concluido,0.0,5.0,1127.41
11695,3031,2025-03-08 18:25:51,Marketplace,Concluido,22.49,15.0,1730.69
11696,1082,2024-08-29 23:46:36,Site,Concluido,17.77,30.0,360.82
11697,3326,2024-12-04 06:05:39,App,Concluido,5.86,25.0,589.44
11698,493,2025-10-26 04:46:30,Site,Concluido,8.25,0.0,3970.47
11699,4765,2025-02-24 06:27:33,Marketplace,Concluido,18.83,0.0,161.98
11700,75,2024-01-05 10:30:13,Marketplace,Concluido,0.41,0.0,1233.35
11701,2992,2025-03-08 10:39:27,Site,Concluido,13.99,10.0,1169.56
11702,3361,2024-04-19 22:32:56,Marketplace,Concluido,17.43,30.0,1173.78
11703,371,2025-10-19 12:39:03,Site,Concluido,3.29,30.0,38.18
11704,4683,2025-02-23 05:37:48,App,Concluido,32.64,20.0,1070.62
11705,329,2025-04-14 20:54:52,App,Concluido,10.49,20.0,979.92
11706,4686,2025-07-11 15:38:12,Site,Concluido,10.83,0.0,817.23
11707,1791,2024-01-31 09:15:11,App,Concluido,17.55,15.0,524.89
11708,777,2024-04-21 13:55:41,Site,Concluido,33.38,10.0,580.98
11709,2023,2024-11-10 15:57:47,Site,Concluido,24.84,0.0,1353.48
11710,4675,2025-09-16 19:52:26,Marketplace,Concluido,22.76,0.0,1033.87
11711,4317,2025-07-09 01:33:05,Site,Concluido,33.72,10.0,360.48
11712,1188,2024-02-14 09:24:59,Site,Concluido,0.0,0.0,1704.38
11713,1504,2025-01-31 15:25:35,Site,Concluido,6.08,20.0,1048.04
11714,3292,2024-07-13 01:22:10,Marketplace,Concluido,21.92,0.0,181.82
11715,3326,2024-02-13 08:25:47,Site,Cancelado,16.9,5.0,1944.4
11716,188,2025-09-18 04:02:01,App,Cancelado,0.24,30.0,1421.38
11717,1215,2025-04-08 18:39:46,Site,Concluido,17.01,10.0,1094.84
11718,3287,2024-06-15 10:57:23,App,Concluido,29.84,0.0,1332.03
11719,3447,2024-02-02 20:50:57,App,Concluido,0.0,15.0,178.32
11720,1110,2025-06-21 17:33:59,App,Concluido,17.03,0.0,4056.79
11721,2522,2025-06-12 23:39:10,App,Concluido,3.5,0.0,399.79
11722,4940,2024-02-11 13:52:23,App,Concluido,17.77,5.0,2991.75
11723,3880,2024-02-17 07:10:53,App,Concluido,26.31,5.0,128.88
11724,531,2025-09-21 00:17:16,Site,Concluido,5.13,5.0,1479.74
11725,1071,2025-12-27 13:00:43,App,Concluido,6.23,10.0,41.03
11726,3137,2024-02-16 12:51:19,App,Cancelado,11.98,0.0,610.52
11727,963,2025-12-10 22:05:29,Marketplace,Concluido,23.59,25.0,1659.77
11728,1406,2025-09-04 13:19:09,Site,Concluido,5.34,20.0,4269.22
11729,3138,2024-09-20 11:53:50,Site,Concluido,14.7,10.0,589.24
11730,517,2025-05-14 00:39:48,Site,Concluido,0.0,0.0,956.0
11731,3165,2025-04-03 23:20:46,Marketplace,Concluido,0.0,5.0,1796.74
11732,1492,2025-09-13 12:33:29,App,Concluido,13.81,0.0,999.97
11733,3690,2024-11-25 21:33:25,App,Concluido,33.32,15.0,1285.27
11734,4229,2024-08-21 18:11:57,Marketplace,Concluido,30.46,10.0,82.11
11735,4410,2024-05-11 13:33:25,Site,Concluido,0.0,0.0,600.45
11736,591,2024-02-09 11:53:26,Site,Concluido,26.41,10.0,1224.61
11737,1544,2024-11-26 23:25:20,App,Concluido,9.72,0.0,200.02
11738,3057,2024-12-29 13:43:37,App,Concluido,1.2,0.0,1658.56
11739,2207,2024-07-20 19:21:54,App,Concluido,27.91,15.0,594.4
11740,3340,2024-06-29 10:27:22,App,Concluido,21.18,0.0,1722.47
11741,2709,2025-04-09 15:53:38,App,Cancelado,24.14,25.0,1324.41
11742,4030,2024-10-04 23:40:42,App,Concluido,8.61,15.0,3647.98
11743,748,2025-01-04 12:16:22,App,Cancelado,0.0,5.0,725.23
11744,801,2025-01-21 01:43:25,App,Concluido,14.62,0.0,141.48
11745,1498,2025-11-03 11:43:01,Site,Concluido,8.97,0.0,2184.75
11746,1380,2024-11-17 03:02:00,App,Concluido,0.0,10.0,2043.11
11747,680,2024-02-12 18:52:40,App,Concluido,7.0,5.0,2141.38
11748,3771,2025-04-15 13:07:52,App,Concluido,30.31,0.0,2864.59
11749,3343,2025-07-18 15:27:24,Site,Concluido,11.06,5.0,501.67
11750,897,2024-10-16 20:09:34,Site,Concluido,30.77,10.0,1367.37
11751,1547,2025-01-21 10:12:18,App,Concluido,17.21,0.0,423.96
11752,3127,2025-09-20 05:32:46,Site,Concluido,25.79,5.0,1276.81
11753,684,2024-01-24 13:19:15,Marketplace,Concluido,26.08,25.0,588.8
11754,1296,2025-05-19 10:45:06,Site,Concluido,0.0,5.0,2628.81
11755,1386,2024-08-20 12:51:02,Site,Concluido,1.72,10.0,947.86
11756,943,2024-04-27 13:26:02,Site,Concluido,17.33,0.0,2136.16
11757,3281,2024-02-25 23:17:06,Site,Concluido,29.3,0.0,639.19
11758,1034,2024-10-09 11:51:26,Marketplace,Concluido,21.95,0.0,1027.67
11759,2787,2024-10-01 12:38:08,Site,Concluido,20.94,25.0,783.54
11760,2234,2024-10-19 14:57:09,App,Concluido,6.06,0.0,2015.77
11761,3646,2024-11-30 16:18:12,Site,Concluido,0.0,0.0,597.13
11762,1621,2025-03-24 02:46:31,Marketplace,Concluido,3.48,30.0,169.69
11763,3536,2025-06-02 08:29:46,Site,Concluido,7.98,0.0,5290.53
11764,3206,2024-05-24 21:09:27,Marketplace,Concluido,5.18,0.0,878.74
11765,2883,2025-04-28 05:08:50,App,Concluido,19.77,0.0,370.26
11766,4905,2025-01-12 03:16:34,Site,Concluido,22.1,30.0,1913.91
11767,171,2024-10-10 23:57:35,Site,Cancelado,6.07,25.0,1129.91
11768,1554,2024-12-18 02:53:42,Site,Concluido,8.66,0.0,659.82
11769,3898,2024-10-10 02:35:14,Site,Concluido,3.4,10.0,95.92
11770,1596,2024-05-31 02:04:56,Site,Cancelado,13.25,20.0,2470.36
11771,1624,2025-11-03 20:12:55,Marketplace,Concluido,0.0,0.0,553.7
11772,4123,2024-05-21 07:17:19,App,Concluido,0.6,0.0,465.04
11773,1092,2025-12-14 04:26:47,Site,Concluido,2.35,5.0,1032.27
11774,2838,2024-01-27 05:44:24,Site,Concluido,19.86,0.0,1498.94
11775,408,2025-07-25 17:54:15,App,Concluido,30.29,0.0,1099.13
11776,4170,2025-05-14 10:07:15,App,Cancelado,3.84,0.0,648.28
11777,680,2024-09-27 02:25:10,App,Em processamento,4.1,0.0,3509.77
11778,4945,2025-08-30 22:37:09,Site,Concluido,7.24,10.0,237.53
11779,4966,2024-04-28 19:29:08,Site,Concluido,6.46,25.0,1379.78
11780,237,2025-11-17 21:23:45,Site,Concluido,27.85,25.0,551.43
11781,2775,2025-01-19 19:44:24,Site,Concluido,20.69,0.0,723.93
11782,3438,2024-11-23 12:06:06,Site,Concluido,0.0,0.0,528.82
11783,3358,2024-11-10 07:52:10,Site,Concluido,5.52,5.0,56.18
11784,2878,2025-02-14 14:28:30,Marketplace,Concluido,0.0,25.0,2810.37
11785,2424,2025-05-31 01:45:35,Site,Concluido,8.89,20.0,4359.63
11786,4715,2024-08-11 01:42:54,App,Concluido,27.89,5.0,2031.79
11787,3148,2025-09-01 23:17:00,App,Cancelado,0.0,0.0,1280.17
11788,1033,2024-08-23 12:25:15,Site,Concluido,27.41,15.0,3181.26
11789,2855,2025-07-27 15:57:18,Marketplace,Concluido,20.67,0.0,2180.16
11790,2941,2024-04-13 19:21:18,Marketplace,Concluido,15.55,0.0,254.6
11791,3702,2024-03-05 23:04:43,Site,Concluido,5.5,15.0,2336.25
11792,4071,2024-11-18 06:37:51,Site,Concluido,0.0,0.0,1318.57
11793,3133,2025-11-01 20:12:06,Site,Concluido,5.2,15.0,859.27
11794,3461,2025-08-22 19:10:41,Site,Concluido,31.09,0.0,855.41
11795,4943,2024-10-05 03:24:06,Site,Concluido,12.86,0.0,281.96
11796,1924,2025-08-06 01:59:24,Site,Concluido,14.76,0.0,225.04
11797,634,2025-03-23 23:26:27,App,Concluido,31.79,0.0,236.83
11798,4104,2024-01-09 04:09:46,Site,Em processamento,27.01,0.0,1442.13
11799,1393,2024-12-27 01:11:49,App,Concluido,11.13,0.0,218.7
11800,3447,2025-04-27 08:26:22,Site,Concluido,10.26,0.0,864.7
11801,3099,2024-08-21 12:50:00,App,Concluido,1.33,25.0,1689.71
11802,4945,2024-01-31 08:37:11,Marketplace,Concluido,24.59,5.0,817.83
11803,62,2025-10-14 09:01:44,Marketplace,Concluido,31.65,0.0,1445.72
11804,2470,2025-10-15 06:46:53,Site,Concluido,8.85,20.0,493.98
11805,1818,2025-09-24 16:09:40,Site,Concluido,3.06,0.0,356.84
11806,633,2025-06-07 14:24:36,Marketplace,Concluido,24.91,0.0,958.78
11807,4888,2025-03-17 15:40:03,Site,Concluido,19.76,25.0,1746.54
11808,2599,2025-06-05 00:19:09,App,Concluido,17.68,0.0,8004.11
11809,3452,2024-09-24 15:43:05,App,Concluido,14.29,0.0,544.19
11810,1301,2025-06-19 04:46:47,Site,Concluido,34.18,0.0,1111.51
11811,2654,2025-01-29 20:11:01,Site,Concluido,7.08,0.0,80.99
11812,1455,2024-10-03 07:51:57,Site,Concluido,1.35,0.0,1719.36
11813,1139,2024-10-12 23:57:17,App,Concluido,6.12,0.0,1392.39
11814,3193,2024-02-02 20:59:01,Site,Concluido,16.35,0.0,1240.55
11815,4621,2025-02-28 09:48:21,Site,Concluido,0.3,0.0,4457.45
11816,4995,2025-08-12 12:15:33,Site,Concluido,7.92,0.0,870.58
11817,2211,2025-10-12 14:01:27,Marketplace,Cancelado,8.41,10.0,63.3
11818,4883,2025-06-20 16:37:26,App,Concluido,3.09,0.0,161.72
11819,3760,2025-02-28 21:43:13,Site,Cancelado,20.28,15.0,414.66
11820,3030,2025-05-03 00:40:25,App,Concluido,33.33,5.0,297.33
11821,1361,2025-09-22 18:06:27,App,Concluido,23.17,15.0,821.21
11822,2427,2025-10-12 09:58:37,Site,Concluido,30.54,0.0,1428.9
11823,4269,2025-07-01 12:35:22,Site,Concluido,16.64,25.0,3068.52
11824,64,2024-05-22 05:43:34,Marketplace,Cancelado,15.8,25.0,2789.51
11825,1346,2025-08-24 14:46:55,Site,Concluido,33.31,0.0,606.13
11826,975,2024-05-14 20:42:57,App,Concluido,0.06,10.0,81.33
11827,4162,2025-03-19 20:43:31,App,Concluido,9.81,20.0,2429.81
11828,3629,2025-11-14 02:57:37,Site,Concluido,6.09,20.0,319.48
11829,1623,2025-04-29 18:55:58,Marketplace,Concluido,21.82,0.0,2958.48
11830,458,2024-09-06 13:07:13,App,Concluido,14.08,0.0,2342.52
11831,3331,2024-09-27 19:45:01,Site,Concluido,0.53,20.0,1389.15
11832,1741,2025-09-22 04:26:46,App,Concluido,21.62,20.0,649.6
11833,3027,2025-03-03 13:46:18,Site,Em processamento,12.61,25.0,2198.43
11834,1955,2025-02-03 17:20:30,Site,Concluido,30.06,0.0,1869.33
11835,280,2025-07-16 11:40:01,Site,Concluido,15.25,20.0,863.54
11836,2392,2025-08-02 05:58:43,App,Em processamento,2.69,10.0,4300.9
11837,1041,2025-10-03 19:39:50,Site,Cancelado,34.65,0.0,242.03
11838,962,2025-11-20 02:05:09,Marketplace,Concluido,2.43,15.0,4305.29
11839,3846,2024-02-16 07:41:39,Site,Concluido,26.58,0.0,77.66
11840,1218,2024-01-11 16:59:36,Site,Cancelado,0.0,30.0,863.58
11841,3221,2025-05-15 10:53:24,App,Em processamento,21.53,10.0,242.43
11842,375,2024-09-26 13:25:53,Site,Cancelado,22.72,10.0,237.99
11843,4131,2024-04-20 11:23:25,Site,Concluido,7.12,20.0,3186.14
11844,1393,2024-06-25 10:45:58,Site,Concluido,11.7,0.0,498.91
11845,2077,2024-06-05 14:22:33,App,Em processamento,33.09,0.0,948.64
11846,775,2024-02-11 07:39:39,App,Concluido,31.98,20.0,1196.0
11847,4317,2024-01-27 03:07:29,App,Concluido,10.48,15.0,2420.57
11848,3425,2024-04-20 18:48:31,App,Em processamento,23.61,0.0,1492.75
11849,2124,2025-11-21 09:12:07,Marketplace,Concluido,0.0,0.0,7411.35
11850,4590,2024-06-05 19:07:34,App,Concluido,5.07,10.0,1398.62
11851,3594,2024-10-27 15:35:43,Marketplace,Concluido,17.31,15.0,102.84
11852,280,2024-07-31 14:31:41,Site,Em processamento,30.96,0.0,3963.85
11853,4842,2025-01-23 07:59:55,Site,Concluido,31.1,0.0,426.21
11854,2812,2025-12-12 21:26:00,App,Concluido,31.71,30.0,153.83
11855,2343,2025-10-29 08:47:27,Site,Concluido,29.82,0.0,460.51
11856,1475,2025-06-01 08:15:33,Site,Concluido,15.47,10.0,1292.52
11857,1858,2025-12-15 12:56:57,App,Concluido,28.13,5.0,358.23
11858,2890,2024-07-10 13:29:01,App,Concluido,17.59,5.0,649.28
11859,1060,2025-04-23 22:19:41,Site,Em processamento,15.74,0.0,399.24
11860,1923,2025-12-21 04:44:24,Marketplace,Concluido,2.59,10.0,1304.13
11861,3800,2025-02-19 17:59:02,App,Concluido,22.02,0.0,2905.13
11862,4593,2024-12-01 15:00:24,App,Concluido,21.1,0.0,1073.65
11863,2474,2025-01-22 00:32:31,Marketplace,Concluido,13.97,20.0,6214.55
11864,4140,2024-07-29 09:04:55,Site,Cancelado,0.0,20.0,1409.15
11865,1852,2025-06-06 16:26:28,App,Concluido,0.0,10.0,911.74
11866,3542,2024-08-01 22:45:26,Site,Concluido,14.6,0.0,1314.92
11867,4550,2024-07-20 11:15:23,Site,Concluido,9.4,0.0,2547.16
11868,595,2025-05-17 04:09:58,App,Concluido,16.56,0.0,5446.81
11869,507,2024-04-30 08:29:04,App,Concluido,18.89,0.0,1002.35
11870,4890,2025-01-12 23:45:55,Site,Concluido,19.62,0.0,598.46
11871,21,2025-06-03 14:56:20,Marketplace,Concluido,0.0,0.0,1185.62
11872,1400,2025-06-14 00:39:39,Site,Concluido,14.61,25.0,2474.55
11873,3202,2025-11-27 18:11:33,App,Concluido,6.04,0.0,972.7
11874,2462,2024-02-29 21:07:34,App,Concluido,30.44,0.0,4806.54
11875,3679,2025-05-04 02:19:48,App,Concluido,9.16,5.0,602.83
11876,337,2024-03-22 12:29:05,App,Concluido,19.66,0.0,884.95
11877,1668,2024-01-04 23:12:36,Site,Concluido,24.47,0.0,759.87
11878,3577,2024-10-31 05:16:20,Site,Concluido,10.49,0.0,182.8
11879,910,2024-03-01 19:05:42,Site,Concluido,23.56,0.0,4770.6
11880,276,2025-08-05 23:50:20,Marketplace,Concluido,2.02,0.0,851.59
11881,892,2024-03-24 02:16:34,Site,Concluido,34.71,0.0,627.05
11882,13,2025-05-07 09:06:08,Site,Concluido,22.47,0.0,665.28
11883,4058,2024-04-06 15:05:31,Marketplace,Concluido,2.34,10.0,541.2
11884,3026,2024-01-19 19:56:53,Site,Em processamento,12.83,15.0,2121.81
11885,974,2024-08-05 04:50:03,App,Em processamento,11.32,5.0,369.1
11886,4271,2024-10-28 12:47:02,Marketplace,Concluido,33.95,0.0,2682.22
11887,3971,2024-11-25 01:58:50,App,Concluido,33.48,0.0,757.74
11888,1409,2024-04-22 03:49:13,Marketplace,Concluido,15.68,0.0,1001.43
11889,1944,2025-04-04 05:31:10,Site,Concluido,7.55,30.0,4015.63
11890,2289,2025-07-09 12:58:47,Site,Concluido,0.0,5.0,456.97
11891,547,2025-07-07 08:07:41,Site,Concluido,4.02,0.0,4790.74
11892,1219,2024-05-12 05:13:26,Site,Concluido,0.0,5.0,4612.42
11893,1421,2025-04-06 17:29:50,App,Cancelado,5.6,0.0,1758.54
11894,1455,2025-03-07 17:44:38,Marketplace,Em processamento,32.63,0.0,2061.35
11895,3378,2024-06-12 19:24:54,App,Cancelado,30.96,20.0,973.38
11896,2773,2024-08-08 21:09:52,Site,Concluido,14.44,0.0,1747.96
11897,4099,2024-08-18 19:48:56,Marketplace,Concluido,3.37,10.0,626.22
11898,2739,2025-06-07 09:36:56,App,Concluido,13.87,0.0,1371.92
11899,3748,2024-04-02 10:59:18,Marketplace,Concluido,11.8,0.0,1383.75
11900,1843,2024-01-09 08:14:48,Marketplace,Concluido,5.45,20.0,3770.12
11901,747,2025-01-22 18:43:06,Marketplace,Concluido,27.06,10.0,3473.2
11902,2817,2024-10-22 14:20:03,App,Concluido,28.89,15.0,1920.66
11903,872,2024-02-24 21:57:05,App,Concluido,10.08,0.0,1134.28
11904,495,2024-09-08 15:30:21,Site,Cancelado,24.26,20.0,3241.88
11905,3445,2024-03-14 01:42:13,Marketplace,Concluido,32.25,30.0,1474.21
11906,4724,2024-02-24 07:21:50,App,Concluido,0.0,0.0,1056.98
11907,1076,2025-05-29 07:40:01,Marketplace,Concluido,18.95,0.0,1094.34
11908,3995,2024-01-31 05:26:33,Marketplace,Concluido,0.45,0.0,475.93
11909,4238,2024-04-20 02:03:14,Site,Cancelado,18.25,0.0,2883.52
11910,46,2024-12-27 16:56:58,Marketplace,Em processamento,0.0,0.0,478.07
11911,3057,2024-02-19 03:11:56,App,Concluido,16.53,0.0,751.21
11912,2058,2025-11-16 19:47:54,App,Concluido,2.06,5.0,283.4
11913,664,2024-10-07 09:45:36,App,Concluido,32.02,0.0,1728.06
11914,4669,2025-04-30 06:33:26,Marketplace,Concluido,32.41,0.0,96.9
11915,2030,2025-04-26 18:12:43,Site,Concluido,19.38,0.0,859.87
11916,2697,2025-02-05 19:54:09,Site,Concluido,13.75,10.0,1120.99
11917,640,2024-04-29 11:53:19,Marketplace,Concluido,22.83,0.0,1842.41
11918,2664,2024-06-22 17:57:22,App,Concluido,28.94,0.0,3447.67
11919,2746,2025-11-19 05:57:15,Site,Concluido,0.58,0.0,5992.67
11920,4965,2024-07-01 11:18:08,App,Concluido,19.08,0.0,910.18
11921,4949,2025-11-16 04:20:18,App,Concluido,0.0,0.0,188.07
11922,4403,2025-02-21 18:24:10,Site,Concluido,0.0,0.0,340.81
11923,2596,2024-11-09 20:27:47,Marketplace,Concluido,30.1,0.0,998.25
11924,3428,2025-01-19 12:21:49,Marketplace,Concluido,9.8,0.0,245.83
11925,395,2025-01-09 16:58:14,Marketplace,Concluido,3.29,0.0,3238.98
11926,3598,2024-05-08 23:18:13,App,Concluido,0.0,25.0,489.26
11927,4845,2024-07-21 17:25:19,App,Concluido,18.53,0.0,1618.4
11928,2333,2024-07-18 17:30:07,App,Concluido,20.15,0.0,2465.44
11929,330,2024-02-29 20:56:47,App,Concluido,33.7,10.0,481.13
11930,2098,2025-11-19 14:47:44,Site,Concluido,19.02,0.0,1401.75
11931,773,2025-08-13 10:16:42,App,Concluido,26.24,0.0,2525.69
11932,1646,2024-12-31 11:13:39,Marketplace,Concluido,0.0,0.0,4080.14
11933,1733,2025-01-11 05:41:51,App,Em processamento,17.16,15.0,1252.76
11934,4474,2025-12-21 19:28:34,Site,Cancelado,17.0,10.0,813.18
11935,1788,2025-06-01 05:41:09,Site,Em processamento,24.59,25.0,1718.05
11936,1624,2025-06-21 18:42:34,Site,Concluido,25.61,0.0,1870.76
11937,1000,2024-12-23 20:24:15,Marketplace,Concluido,0.0,0.0,566.87
11938,1849,2025-02-07 16:54:57,Site,Concluido,32.38,0.0,996.02
11939,1562,2024-05-02 21:00:11,Site,Concluido,21.98,0.0,2044.95
11940,774,2025-11-27 09:51:13,App,Em processamento,22.2,30.0,802.39
11941,1804,2024-07-28 19:39:46,Site,Concluido,2.97,0.0,720.01
11942,1099,2025-12-20 07:43:23,App,Concluido,33.47,10.0,1460.55
11943,2051,2024-08-05 21:26:57,Marketplace,Concluido,7.18,0.0,649.08
11944,1599,2025-01-01 17:56:37,Site,Em processamento,18.53,0.0,2999.69
11945,748,2024-08-16 04:14:13,Marketplace,Concluido,0.0,0.0,1836.47
11946,3974,2024-10-22 04:11:32,App,Concluido,3.12,0.0,559.8
11947,2323,2024-07-28 13:20:29,Site,Concluido,34.48,0.0,4954.87
11948,1554,2024-02-01 20:34:41,App,Concluido,27.5,0.0,2859.11
11949,1616,2024-10-21 09:11:11,Site,Concluido,18.56,0.0,633.71
11950,3755,2025-09-18 17:34:56,Site,Concluido,0.0,0.0,1351.53
11951,4425,2025-03-08 05:10:52,Site,Concluido,25.29,0.0,709.89
11952,2303,2025-04-22 12:49:00,Site,Cancelado,0.0,0.0,1679.33
11953,4222,2025-02-07 17:55:30,Marketplace,Concluido,20.13,0.0,154.51
11954,4863,2025-10-16 06:27:30,App,Concluido,33.27,0.0,410.79
11955,3656,2024-01-22 05:26:00,Site,Concluido,18.25,0.0,3049.05
11956,3396,2024-11-25 20:59:31,Site,Concluido,26.34,30.0,1743.97
11957,217,2024-09-27 06:53:49,App,Concluido,34.24,0.0,1044.5
11958,3317,2025-07-03 17:40:13,App,Concluido,4.82,0.0,969.42
11959,1360,2024-05-30 05:59:04,Site,Concluido,17.66,0.0,694.62
11960,3775,2024-01-09 02:56:28,App,Concluido,28.27,0.0,4569.24
11961,4928,2024-03-17 07:57:30,App,Concluido,7.34,0.0,41.39
11962,4278,2024-08-22 10:35:30,App,Concluido,0.0,0.0,438.64
11963,4430,2025-01-06 14:29:36,Site,Concluido,32.8,0.0,1499.49
11964,4607,2024-05-24 17:52:37,Marketplace,Em processamento,6.84,30.0,1190.97
11965,4479,2025-09-18 21:36:00,Site,Concluido,4.79,30.0,455.6
11966,1897,2024-03-29 14:03:29,App,Concluido,25.85,15.0,452.87
11967,4428,2024-11-15 21:05:44,App,Concluido,25.5,0.0,2382.22
11968,900,2025-01-30 12:47:54,App,Concluido,30.99,0.0,324.76
11969,642,2024-09-15 18:55:28,Site,Concluido,26.21,0.0,191.6
11970,4730,2025-04-29 21:23:47,App,Concluido,9.46,20.0,275.81
11971,3628,2024-12-11 16:31:17,App,Concluido,12.56,25.0,2193.96
11972,196,2025-03-23 03:39:41,Site,Concluido,26.21,10.0,301.32
11973,1894,2024-08-01 12:42:57,Site,Concluido,18.64,5.0,855.1
11974,3276,2025-02-14 21:56:32,Site,Concluido,1.17,0.0,2869.48
11975,4051,2025-12-11 02:20:15,Site,Concluido,31.13,5.0,235.44
11976,4554,2024-05-24 15:14:27,Site,Concluido,33.36,30.0,3299.21
11977,4926,2025-04-22 18:44:02,Site,Concluido,7.74,0.0,357.34
11978,2305,2025-05-02 06:29:10,Marketplace,Concluido,7.25,25.0,504.59
11979,3601,2025-05-15 23:40:06,Site,Concluido,18.82,30.0,1500.4
11980,3344,2025-12-06 22:38:19,Site,Concluido,0.0,5.0,1095.76
11981,2057,2024-08-24 03:36:13,App,Concluido,18.96,5.0,1833.09
11982,2809,2025-10-22 15:01:45,App,Em processamento,5.1,0.0,909.28
11983,1225,2024-05-13 08:15:54,Marketplace,Concluido,0.0,0.0,10572.75
11984,887,2024-08-15 06:27:18,App,Concluido,0.0,20.0,1147.74
11985,393,2024-06-24 18:54:32,Site,Concluido,22.44,0.0,811.64
11986,1676,2024-05-21 04:44:40,App,Concluido,23.31,15.0,437.36
11987,3191,2025-02-12 03:20:51,Site,Concluido,1.19,0.0,84.71
11988,2447,2025-11-29 03:57:28,App,Concluido,32.9,30.0,129.76
11989,3906,2025-09-14 18:54:38,Site,Concluido,5.87,25.0,309.54
11990,3339,2025-10-04 13:19:06,Site,Concluido,0.56,15.0,952.8
11991,3592,2024-04-04 00:37:26,Site,Em processamento,20.76,0.0,638.37
11992,3767,2024-04-24 23:28:37,Site,Concluido,30.39,25.0,838.99
11993,2528,2025-07-25 09:17:14,App,Concluido,32.5,10.0,1925.82
11994,2182,2025-08-11 10:12:24,Site,Concluido,4.04,15.0,875.4
11995,3765,2025-12-17 00:28:51,Marketplace,Concluido,33.86,0.0,1636.53
11996,355,2025-03-09 14:40:48,Site,Concluido,9.51,0.0,2012.71
11997,2632,2024-05-05 23:45:41,App,Concluido,2.5,0.0,8555.1
11998,1522,2024-05-13 17:54:56,App,Concluido,10.82,0.0,738.78
11999,2673,2025-07-16 07:14:33,Marketplace,Concluido,20.24,0.0,1244.7
12000,3179,2025-07-20 15:19:52,Site,Em processamento,33.67,5.0,3547.77
12001,2338,2025-09-06 18:03:57,Marketplace,Concluido,18.54,0.0,2090.82
12002,629,2024-06-18 07:35:00,Marketplace,Concluido,23.52,0.0,655.04
12003,2680,2024-05-06 00:24:17,Site,Em processamento,1.34,0.0,1006.16
12004,4423,2025-11-05 20:38:51,Marketplace,Cancelado,12.64,0.0,3445.87
