id_pagamento,id_pedido,forma_pagamento,numero_parcelas,valor_pagamento,status_pagamento,data_pagamento
5117,5117,Pix,1,1034.47,Aprovado,2024-03-11 06:00:42
5118,5118,Cartao de debito,1,2247.27,Aprovado,2025-05-25 02:40:04
5119,5119,Cartao de credito,6,298.34,Aprovado,2024-01-05 16:32:44
5120,5120,Cartao de credito,5,843.44,Aprovado,2024-06-05 22:02:13
5121,5121,Cartao de debito,1,606.37,Aprovado,2024-04-12 21:12:42
5122,5122,Cartao de credito,3,423.06,Aprovado,2025-01-11 17:49:40
5123,5123,Cartao de credito,10,7007.41,Aprovado,2024-08-28 07:19:55
5124,5124,Boleto,1,1393.32,Aprovado,2024-10-06 11:15:52
5125,5125,Pix,1,191.9,Aprovado,2025-09-27 09:18:39
5126,5126,Cartao de credito,2,1497.19,Aprovado,2024-04-06 01:33:14
5127,5127,Boleto,1,2354.41,Aprovado,2024-10-19 12:07:45
5128,5128,Cartao de debito,1,809.72,Aprovado,2024-06-06 01:22:23
5129,5129,Cartao de credito,10,1507.43,Aprovado,2025-06-15 23:26:51
5130,5130,Boleto,1,1375.57,Aprovado,2025-07-17 11:54:50
5131,5131,Cartao de credito,2,1381.8,Aprovado,2024-11-19 17:33:43
5132,5132,Pix,1,468.32,Aprovado,2025-11-14 21:43:24
5133,5133,Cartao de credito,3,590.66,Aprovado,2025-04-04 02:22:49
5134,5134,Cartao de credito,4,562.36,Aprovado,2025-07-25 23:09:32
5135,5135,Cartao de debito,1,399.93,Aprovado,2025-12-28 03:34:50
5136,5136,Pix,1,1385.97,Aprovado,2025-06-05 13:36:23
5137,5137,Pix,1,3000.62,Aprovado,2025-03-21 00:52:27
5138,5138,Pix,1,525.59,Aprovado,2025-09-25 20:16:26
5139,5139,Pix,1,5139.78,Aprovado,2024-08-22 00:58:42
5140,5140,Cartao de credito,1,0.0,Cancelado,
5141,5141,Cartao de debito,1,1572.96,Aprovado,2024-04-19 13:27:07
5142,5142,Boleto,1,1066.69,Aprovado,2025-10-01 01:21:20
5143,5143,Pix,1,1015.56,Aprovado,2025-10-03 07:40:04
5144,5144,Cartao de credito,2,1073.01,Aprovado,2024-07-03 10:54:17
5145,5145,Cartao de credito,1,0.0,Pendente,
5146,5146,Cartao de credito,4,987.07,Aprovado,2025-04-24 11:44:11
5147,5147,Cartao de credito,2,2197.85,Aprovado,2024-11-18 15:17:39
5148,5148,Cartao de debito,1,0.0,Cancelado,
5149,5149,Cartao de credito,2,351.65,Aprovado,2024-02-10 12:49:22
5150,5150,Cartao de debito,1,13.46,Aprovado,2025-12-28 07:54:26
5151,5151,Cartao de debito,1,1272.25,Aprovado,2024-07-15 07:07:27
5152,5152,Cartao de credito,4,1892.49,Aprovado,2024-04-22 18:51:47
5153,5153,Cartao de debito,1,2029.59,Aprovado,2025-04-07 17:11:56
5154,5154,Cartao de credito,4,1560.61,Aprovado,2025-04-07 18:43:38
5155,5155,Cartao de credito,1,2387.84,Aprovado,2025-08-24 23:26:31
5156,5156,Pix,1,3717.84,Aprovado,2024-07-27 07:16:55
5157,5157,Cartao de credito,8,0.0,Cancelado,
5158,5158,Boleto,1,0.0,Cancelado,
5159,5159,Cartao de debito,1,1037.77,Aprovado,2024-03-31 11:24:05
5160,5160,Pix,1,447.17,Aprovado,2024-11-29 04:20:00
5161,5161,Cartao de credito,2,659.1,Aprovado,2025-10-22 04:32:43
5162,5162,Pix,1,0.0,Cancelado,
5163,5163,Cartao de credito,5,1358.36,Aprovado,2024-02-16 11:01:03
5164,5164,Boleto,1,2364.39,Aprovado,2025-08-17 03:05:38
5165,5165,Cartao de credito,1,891.57,Aprovado,2024-11-24 13:22:17
5166,5166,Pix,1,749.36,Aprovado,2024-01-11 13:55:46
5167,5167,Cartao de debito,1,1082.78,Aprovado,2025-01-19 11:56:07
5168,5168,Cartao de credito,10,1323.96,Aprovado,2025-12-03 20:05:13
5169,5169,Cartao de debito,1,763.63,Aprovado,2024-05-05 12:43:46
5170,5170,Cartao de debito,1,837.06,Aprovado,2025-04-08 13:10:20
5171,5171,Cartao de credito,3,1081.83,Aprovado,2025-05-27 03:26:41
5172,5172,Pix,1,636.97,Aprovado,2024-01-15 09:06:48
5173,5173,Cartao de credito,1,0.0,Pendente,
5174,5174,Cartao de debito,1,42.95,Aprovado,2024-07-13 21:51:26
5175,5175,Cartao de debito,1,1852.8,Aprovado,2025-12-18 01:38:27
5176,5176,Boleto,1,0.0,Cancelado,
5177,5177,Cartao de credito,1,4286.96,Aprovado,2024-06-22 14:48:35
5178,5178,Cartao de debito,1,3542.39,Aprovado,2024-10-04 23:33:02
5179,5179,Cartao de credito,3,209.31,Aprovado,2024-06-15 19:10:25
5180,5180,Cartao de credito,1,483.51,Aprovado,2024-05-05 20:05:11
5181,5181,Cartao de credito,3,1097.54,Aprovado,2025-06-24 14:33:44
5182,5182,Pix,1,932.35,Aprovado,2024-10-16 22:54:35
5183,5183,Cartao de credito,10,0.0,Cancelado,
5184,5184,Cartao de credito,1,2325.88,Aprovado,2025-09-13 23:34:38
5185,5185,Boleto,1,1311.24,Aprovado,2025-08-01 19:27:16
5186,5186,Cartao de credito,1,1770.6,Aprovado,2024-05-09 07:18:41
5187,5187,Pix,1,516.35,Aprovado,2024-02-01 04:39:54
5188,5188,Boleto,1,945.71,Aprovado,2025-11-02 22:17:49
5189,5189,Cartao de debito,1,3247.7,Aprovado,2024-07-28 03:22:49
5190,5190,Pix,1,370.34,Aprovado,2025-07-13 10:27:03
5191,5191,Pix,1,819.79,Aprovado,2025-12-19 02:47:32
5192,5192,Cartao de credito,12,3824.98,Aprovado,2024-08-01 00:25:39
5193,5193,Pix,1,1399.79,Aprovado,2024-05-02 00:43:56
5194,5194,Cartao de credito,3,2878.34,Aprovado,2024-03-28 21:59:05
5195,5195,Pix,1,608.88,Aprovado,2024-02-18 01:22:19
5196,5196,Pix,1,4585.9,Aprovado,2024-06-30 05:35:17
5197,5197,Boleto,1,345.14,Aprovado,2025-06-05 15:48:46
5198,5198,Cartao de debito,1,4563.67,Aprovado,2025-03-30 07:32:16
5199,5199,Cartao de credito,3,260.61,Aprovado,2025-01-09 09:48:33
5200,5200,Pix,1,1375.11,Aprovado,2024-06-28 15:38:49
5201,5201,Cartao de debito,1,0.0,Pendente,
5202,5202,Cartao de credito,5,1125.24,Aprovado,2025-07-13 08:01:57
5203,5203,Cartao de credito,1,3024.03,Aprovado,2024-05-21 18:12:10
5204,5204,Cartao de credito,1,2749.01,Aprovado,2025-08-24 03:31:13
5205,5205,Cartao de debito,1,2991.8,Aprovado,2024-08-04 14:25:45
5206,5206,Cartao de debito,1,1577.14,Aprovado,2024-07-26 08:51:04
5207,5207,Cartao de debito,1,1510.42,Aprovado,2024-07-25 15:17:38
5208,5208,Pix,1,0.0,Cancelado,
5209,5209,Pix,1,1867.23,Aprovado,2025-08-05 00:50:19
5210,5210,Pix,1,658.69,Aprovado,2025-04-19 18:40:30
5211,5211,Cartao de credito,4,1053.01,Aprovado,2024-12-14 16:26:55
5212,5212,Boleto,1,1490.91,Aprovado,2024-09-15 14:12:05
5213,5213,Pix,1,0.0,Cancelado,
5214,5214,Pix,1,2432.99,Aprovado,2025-08-06 16:30:48
5215,5215,Cartao de credito,1,204.7,Aprovado,2025-09-19 04:50:46
5216,5216,Pix,1,974.5,Aprovado,2024-09-27 09:11:59
5217,5217,Cartao de credito,6,1399.74,Aprovado,2024-02-14 20:24:09
5218,5218,Cartao de credito,2,707.99,Aprovado,2024-06-20 05:47:33
5219,5219,Cartao de credito,8,382.48,Aprovado,2025-05-26 13:36:28
5220,5220,Boleto,1,1917.8,Aprovado,2025-01-28 13:20:56
5221,5221,Cartao de credito,5,706.8,Aprovado,2024-09-22 23:55:44
5222,5222,Pix,1,2137.79,Aprovado,2025-12-01 21:44:26
5223,5223,Boleto,1,304.78,Aprovado,2025-12-24 19:59:45
5224,5224,Cartao de credito,3,1363.67,Aprovado,2024-06-09 07:01:43
5225,5225,Pix,1,1127.3,Aprovado,2024-09-16 06:29:18
5226,5226,Cartao de credito,5,3383.56,Aprovado,2025-11-01 12:08:04
5227,5227,Pix,1,665.71,Aprovado,2025-01-07 16:24:08
5228,5228,Cartao de credito,2,3684.97,Aprovado,2024-04-11 18:46:02
5229,5229,Cartao de credito,1,190.87,Aprovado,2024-09-07 14:43:25
5230,5230,Cartao de credito,6,879.51,Aprovado,2025-01-11 23:05:33
5231,5231,Pix,1,599.89,Aprovado,2025-03-20 06:12:29
5232,5232,Pix,1,1055.34,Aprovado,2025-07-11 14:36:21
5233,5233,Pix,1,854.7,Aprovado,2024-05-20 02:44:40
5234,5234,Cartao de credito,1,2370.98,Aprovado,2025-07-25 07:45:58
5235,5235,Cartao de debito,1,818.32,Aprovado,2024-02-28 04:16:28
5236,5236,Cartao de debito,1,1543.42,Aprovado,2025-04-29 12:06:31
5237,5237,Cartao de credito,5,0.0,Pendente,
5238,5238,Pix,1,2330.45,Aprovado,2025-04-27 22:27:53
5239,5239,Cartao de credito,1,84.7,Aprovado,2025-06-15 12:02:23
5240,5240,Pix,1,721.28,Aprovado,2025-04-01 05:06:59
5241,5241,Cartao de debito,1,889.88,Aprovado,2024-12-22 01:34:04
5242,5242,Cartao de credito,4,723.74,Aprovado,2024-06-14 23:05:55
5243,5243,Pix,1,664.92,Aprovado,2025-05-21 22:06:27
5244,5244,Boleto,1,65.66,Aprovado,2025-07-10 06:17:08
5245,5245,Cartao de credito,1,0.0,Cancelado,
5246,5246,Cartao de debito,1,197.91,Aprovado,2025-05-30 06:10:47
5247,5247,Cartao de credito,8,1693.41,Aprovado,2024-04-19 12:00:44
5248,5248,Cartao de credito,1,924.2,Aprovado,2025-03-01 22:13:16
5249,5249,Pix,1,2453.74,Aprovado,2024-01-08 21:31:56
5250,5250,Cartao de credito,3,360.89,Aprovado,2025-06-18 17:40:45
5251,5251,Pix,1,294.36,Aprovado,2025-07-24 03:13:53
5252,5252,Cartao de credito,1,215.03,Aprovado,2024-02-19 06:26:39
5253,5253,Cartao de credito,4,1834.49,Aprovado,2025-10-30 19:54:41
5254,5254,Cartao de credito,3,1409.33,Aprovado,2025-03-18 20:40:42
5255,5255,Pix,1,803.04,Aprovado,2024-07-28 12:30:28
5256,5256,Cartao de credito,3,3851.6,Aprovado,2025-10-24 10:56:14
5257,5257,Cartao de credito,3,1802.22,Aprovado,2024-02-15 20:03:36
5258,5258,Pix,1,1363.05,Aprovado,2025-03-22 00:51:31
5259,5259,Pix,1,0.0,Cancelado,
5260,5260,Pix,1,2555.62,Aprovado,2024-04-25 15:35:49
5261,5261,Cartao de credito,3,1447.35,Aprovado,2024-06-20 19:11:31
5262,5262,Cartao de credito,5,81.15,Aprovado,2024-11-26 00:16:56
5263,5263,Cartao de credito,2,1977.95,Aprovado,2024-02-03 09:49:55
5264,5264,Cartao de credito,3,327.0,Aprovado,2024-03-08 04:30:07
5265,5265,Pix,1,1470.91,Aprovado,2025-09-30 15:00:31
5266,5266,Pix,1,1164.78,Aprovado,2025-12-14 01:49:50
5267,5267,Pix,1,1079.71,Aprovado,2025-10-31 06:04:25
5268,5268,Pix,1,2703.13,Aprovado,2024-05-07 05:52:03
5269,5269,Cartao de credito,1,999.14,Aprovado,2025-01-22 09:53:29
5270,5270,Boleto,1,1985.86,Aprovado,2024-07-23 21:15:24
5271,5271,Boleto,1,1828.08,Aprovado,2025-02-04 22:27:51
5272,5272,Pix,1,24.37,Aprovado,2025-05-22 05:20:21
5273,5273,Cartao de credito,4,512.64,Aprovado,2025-11-13 04:02:07
5274,5274,Pix,1,1787.6,Aprovado,2025-08-27 00:44:14
5275,5275,Cartao de credito,12,273.77,Aprovado,2025-04-09 06:24:04
5276,5276,Cartao de debito,1,859.73,Aprovado,2025-10-17 11:12:26
5277,5277,Cartao de credito,3,2172.98,Aprovado,2025-08-20 19:23:55
5278,5278,Boleto,1,3350.61,Aprovado,2025-09-06 18:48:41
5279,5279,Cartao de credito,10,146.87,Aprovado,2024-11-25 19:29:55
5280,5280,Boleto,1,0.0,Cancelado,
5281,5281,Cartao de debito,1,1865.45,Aprovado,2025-12-30 15:15:19
5282,5282,Cartao de credito,1,2194.78,Aprovado,2024-04-09 19:09:50
5283,5283,Pix,1,843.06,Aprovado,2024-06-17 08:39:42
5284,5284,Pix,1,769.7,Aprovado,2025-09-14 12:01:53
5285,5285,Boleto,1,4146.92,Aprovado,2024-08-08 19:21:00
5286,5286,Cartao de debito,1,1587.89,Aprovado,2024-10-26 11:01:40
5287,5287,Cartao de credito,5,784.14,Aprovado,2025-04-01 13:31:49
5288,5288,Pix,1,0.0,Cancelado,
5289,5289,Pix,1,1080.12,Aprovado,2025-01-22 07:30:08
5290,5290,Cartao de credito,4,3022.07,Aprovado,2024-01-13 22:34:02
5291,5291,Cartao de credito,6,1072.02,Aprovado,2025-02-12 02:30:45
5292,5292,Pix,1,127.68,Aprovado,2025-09-02 19:10:05
5293,5293,Cartao de credito,1,756.5,Aprovado,2024-12-02 17:52:15
5294,5294,Cartao de credito,1,102.34,Aprovado,2025-04-19 22:15:56
5295,5295,Pix,1,103.18,Aprovado,2025-10-18 01:27:36
5296,5296,Pix,1,1284.17,Aprovado,2025-10-14 06:46:35
5297,5297,Pix,1,1802.59,Aprovado,2024-07-20 07:24:09
5298,5298,Cartao de debito,1,2123.36,Aprovado,2025-03-07 17:48:49
5299,5299,Cartao de debito,1,0.0,Pendente,
5300,5300,Pix,1,979.84,Aprovado,2024-09-15 09:01:34
5301,5301,Pix,1,2889.23,Aprovado,2024-10-24 22:57:22
5302,5302,Boleto,1,0.0,Cancelado,
5303,5303,Cartao de credito,1,637.21,Aprovado,2025-04-06 06:23:49
5304,5304,Cartao de credito,8,158.28,Aprovado,2024-09-18 15:37:21
5305,5305,Pix,1,991.55,Aprovado,2024-10-03 16:01:30
5306,5306,Cartao de credito,5,880.11,Aprovado,2025-10-12 09:07:19
5307,5307,Boleto,1,1210.97,Aprovado,2024-05-01 09:39:52
5308,5308,Pix,1,4388.9,Aprovado,2024-01-26 16:43:54
5309,5309,Boleto,1,84.91,Aprovado,2025-11-23 00:05:49
5310,5310,Pix,1,2714.34,Aprovado,2024-02-13 00:11:09
5311,5311,Cartao de debito,1,0.0,Cancelado,
5312,5312,Cartao de credito,6,2937.13,Aprovado,2024-03-11 22:04:37
5313,5313,Pix,1,1003.38,Aprovado,2024-07-27 09:03:31
5314,5314,Pix,1,299.7,Aprovado,2024-03-24 01:36:22
5315,5315,Cartao de credito,8,1558.96,Aprovado,2025-01-26 17:32:20
5316,5316,Cartao de debito,1,265.86,Aprovado,2024-11-15 07:50:53
5317,5317,Cartao de credito,2,308.98,Aprovado,2025-07-19 10:28:51
5318,5318,Cartao de credito,5,1065.73,Aprovado,2025-03-07 09:36:15
5319,5319,Pix,1,1371.49,Aprovado,2024-08-27 00:58:37
5320,5320,Pix,1,189.9,Aprovado,2025-01-08 15:33:09
5321,5321,Cartao de credito,1,1336.9,Aprovado,2024-03-11 01:31:24
5322,5322,Cartao de credito,10,4096.71,Aprovado,2025-05-25 15:39:06
5323,5323,Cartao de credito,8,1627.54,Aprovado,2024-11-12 02:27:40
5324,5324,Cartao de debito,1,769.67,Aprovado,2025-06-08 04:41:02
5325,5325,Pix,1,1912.31,Aprovado,2025-12-07 09:20:35
5326,5326,Cartao de debito,1,0.0,Cancelado,
5327,5327,Boleto,1,830.76,Aprovado,2024-04-06 00:41:36
5328,5328,Pix,1,1236.25,Aprovado,2025-03-10 13:20:04
5329,5329,Boleto,1,1902.9,Aprovado,2024-07-23 21:56:05
5330,5330,Cartao de credito,1,1983.67,Aprovado,2025-12-27 07:23:08
5331,5331,Pix,1,141.77,Aprovado,2024-08-15 19:36:39
5332,5332,Pix,1,1768.66,Aprovado,2024-03-01 18:17:39
5333,5333,Pix,1,0.0,Pendente,
5334,5334,Pix,1,244.83,Aprovado,2025-11-09 17:47:17
5335,5335,Cartao de credito,3,1267.74,Aprovado,2024-12-13 18:52:18
5336,5336,Cartao de credito,1,0.0,Pendente,
5337,5337,Cartao de credito,6,299.65,Aprovado,2024-09-18 06:46:35
5338,5338,Boleto,1,3999.62,Aprovado,2025-10-22 12:29:27
5339,5339,Cartao de debito,1,420.63,Aprovado,2024-03-30 00:36:39
5340,5340,Pix,1,2594.12,Aprovado,2025-10-03 04:18:39
5341,5341,Cartao de debito,1,1897.33,Aprovado,2024-03-08 02:00:26
5342,5342,Cartao de credito,8,115.48,Aprovado,2025-03-30 16:57:53
5343,5343,Cartao de credito,2,1216.47,Aprovado,2024-03-20 15:26:37
5344,5344,Cartao de credito,1,168.9,Aprovado,2025-03-21 20:08:16
5345,5345,Boleto,1,5214.86,Aprovado,2025-05-10 17:14:47
5346,5346,Cartao de credito,2,0.0,Cancelado,
5347,5347,Cartao de debito,1,282.3,Aprovado,2025-10-08 12:37:17
5348,5348,Cartao de credito,12,2043.19,Aprovado,2024-07-22 03:07:07
5349,5349,Cartao de credito,10,63.72,Aprovado,2024-02-14 21:30:15
5350,5350,Cartao de debito,1,624.12,Aprovado,2025-12-27 08:25:55
5351,5351,Cartao de credito,3,5671.29,Aprovado,2024-01-06 22:10:25
5352,5352,Pix,1,2861.22,Aprovado,2024-05-11 08:44:04
5353,5353,Pix,1,1257.04,Aprovado,2025-03-06 23:44:29
5354,5354,Cartao de credito,2,486.16,Aprovado,2024-05-06 12:21:23
5355,5355,Cartao de debito,1,863.43,Aprovado,2024-11-21 03:36:57
5356,5356,Cartao de debito,1,660.06,Aprovado,2024-02-15 00:15:34
5357,5357,Cartao de credito,10,830.92,Aprovado,2024-06-23 14:26:15
5358,5358,Pix,1,0.0,Cancelado,
5359,5359,Cartao de debito,1,2164.95,Aprovado,2024-01-06 20:49:53
5360,5360,Pix,1,926.96,Aprovado,2024-07-26 01:19:44
5361,5361,Cartao de credito,2,914.77,Aprovado,2024-08-06 20:44:31
5362,5362,Cartao de credito,4,0.0,Cancelado,
5363,5363,Cartao de credito,10,2414.83,Aprovado,2025-10-31 23:00:02
5364,5364,Pix,1,1408.62,Aprovado,2025-05-14 12:22:55
5365,5365,Boleto,1,3500.53,Aprovado,2025-01-16 21:01:21
5366,5366,Cartao de credito,1,203.29,Aprovado,2024-10-18 19:42:42
5367,5367,Cartao de debito,1,476.19,Aprovado,2024-06-02 18:49:51
5368,5368,Pix,1,2775.09,Aprovado,2025-10-02 09:41:30
5369,5369,Cartao de credito,2,871.28,Aprovado,2025-01-22 14:21:07
5370,5370,Pix,1,2033.89,Aprovado,2025-05-17 19:06:58
5371,5371,Pix,1,3107.22,Aprovado,2024-09-20 00:27:16
5372,5372,Boleto,1,1274.03,Aprovado,2024-03-12 20:17:43
5373,5373,Cartao de credito,1,602.61,Aprovado,2025-07-23 09:30:24
5374,5374,Cartao de credito,4,1324.79,Aprovado,2025-01-08 19:43:51
5375,5375,Boleto,1,262.29,Aprovado,2024-07-27 16:24:54
5376,5376,Cartao de credito,3,186.44,Aprovado,2025-03-21 06:06:18
5377,5377,Cartao de credito,2,1201.53,Aprovado,2025-04-03 23:32:54
5378,5378,Pix,1,2423.59,Aprovado,2025-01-23 22:34:16
5379,5379,Cartao de credito,4,2101.61,Aprovado,2024-03-16 16:56:01
5380,5380,Pix,1,515.46,Aprovado,2024-10-17 03:06:24
5381,5381,Cartao de credito,1,2252.69,Aprovado,2024-02-20 01:03:56
5382,5382,Pix,1,2089.88,Aprovado,2025-05-03 03:16:36
5383,5383,Cartao de credito,12,1139.86,Aprovado,2025-06-20 09:59:24
5384,5384,Pix,1,1073.64,Aprovado,2025-02-07 13:19:28
5385,5385,Pix,1,2693.47,Aprovado,2025-04-27 10:58:55
5386,5386,Cartao de credito,1,317.85,Aprovado,2025-08-22 05:35:11
5387,5387,Cartao de credito,3,700.79,Aprovado,2024-11-23 08:53:49
5388,5388,Cartao de credito,4,1648.57,Aprovado,2024-11-28 21:51:52
5389,5389,Pix,1,1708.32,Aprovado,2024-01-27 03:06:15
5390,5390,Pix,1,820.73,Aprovado,2024-10-26 11:14:58
5391,5391,Cartao de debito,1,966.59,Aprovado,2025-08-29 08:58:57
5392,5392,Cartao de credito,2,0.0,Cancelado,
5393,5393,Cartao de debito,1,784.76,Aprovado,2025-01-06 13:30:42
5394,5394,Cartao de credito,3,1388.71,Aprovado,2025-03-30 06:18:53
5395,5395,Cartao de credito,6,3069.97,Aprovado,2024-12-17 19:30:54
5396,5396,Cartao de credito,3,252.52,Aprovado,2024-12-30 12:02:24
5397,5397,Cartao de debito,1,1244.99,Aprovado,2024-10-27 06:59:22
5398,5398,Cartao de credito,2,1841.88,Aprovado,2025-06-17 07:13:16
5399,5399,Pix,1,0.0,Cancelado,
5400,5400,Cartao de credito,2,738.06,Aprovado,2025-12-13 05:32:12
5401,5401,Boleto,1,3876.51,Aprovado,2024-02-23 18:32:46
5402,5402,Boleto,1,0.0,Cancelado,
5403,5403,Cartao de credito,12,1601.75,Aprovado,2024-09-05 02:56:36
5404,5404,Cartao de debito,1,310.96,Aprovado,2024-03-16 07:07:13
5405,5405,Cartao de debito,1,2492.29,Aprovado,2025-05-24 05:15:40
5406,5406,Pix,1,118.18,Aprovado,2025-04-06 05:52:35
5407,5407,Pix,1,656.16,Aprovado,2024-12-18 11:34:41
5408,5408,Cartao de credito,3,281.38,Aprovado,2025-12-31 20:46:10
5409,5409,Boleto,1,493.0,Aprovado,2024-06-21 13:36:17
5410,5410,Cartao de credito,5,1759.92,Aprovado,2024-05-25 12:46:50
5411,5411,Cartao de credito,2,2800.62,Aprovado,2024-12-07 09:37:46
5412,5412,Pix,1,285.61,Aprovado,2025-10-07 04:50:52
5413,5413,Cartao de credito,8,3612.73,Aprovado,2025-09-07 22:48:26
5414,5414,Cartao de credito,1,1446.9,Aprovado,2024-02-27 03:59:55
5415,5415,Cartao de credito,2,3276.71,Aprovado,2025-09-28 23:11:40
5416,5416,Cartao de credito,12,617.02,Aprovado,2024-11-07 13:48:00
5417,5417,Pix,1,1058.35,Aprovado,2025-06-26 22:44:02
5418,5418,Pix,1,81.4,Aprovado,2025-02-04 01:39:03
5419,5419,Pix,1,1416.8,Aprovado,2025-05-11 02:04:37
5420,5420,Cartao de credito,1,1858.6,Aprovado,2024-06-30 04:26:18
5421,5421,Boleto,1,301.84,Aprovado,2024-12-03 00:04:51
5422,5422,Cartao de credito,1,1776.72,Aprovado,2025-09-07 03:44:58
5423,5423,Pix,1,2034.55,Aprovado,2024-05-02 21:31:36
5424,5424,Cartao de credito,5,1931.64,Aprovado,2025-06-12 06:09:27
5425,5425,Pix,1,2527.28,Aprovado,2025-02-15 15:09:46
5426,5426,Cartao de credito,2,58.86,Aprovado,2024-05-25 06:46:02
5427,5427,Cartao de debito,1,1212.36,Aprovado,2025-08-19 13:01:46
5428,5428,Pix,1,863.09,Aprovado,2025-12-07 15:47:29
5429,5429,Cartao de credito,1,742.24,Aprovado,2025-10-01 21:05:57
5430,5430,Cartao de credito,3,533.86,Aprovado,2024-08-12 18:27:13
5431,5431,Cartao de credito,1,1474.1,Aprovado,2024-09-19 18:37:13
5432,5432,Cartao de debito,1,537.47,Aprovado,2025-03-07 14:41:28
5433,5433,Pix,1,916.23,Aprovado,2025-11-26 11:07:10
5434,5434,Cartao de debito,1,680.53,Aprovado,2025-12-13 21:32:53
5435,5435,Cartao de credito,4,1698.03,Aprovado,2024-11-13 12:32:24
5436,5436,Pix,1,260.31,Aprovado,2024-06-06 03:32:09
5437,5437,Cartao de credito,5,931.7,Aprovado,2024-08-01 09:46:16
5438,5438,Pix,1,866.9,Aprovado,2024-08-01 19:34:03
5439,5439,Cartao de credito,6,418.34,Aprovado,2024-07-13 05:59:57
5440,5440,Cartao de credito,5,244.01,Aprovado,2024-11-19 15:56:17
5441,5441,Pix,1,1301.01,Aprovado,2025-08-08 14:28:30
5442,5442,Cartao de credito,8,4980.58,Aprovado,2025-11-30 07:22:29
5443,5443,Pix,1,1113.27,Aprovado,2025-09-24 06:56:25
5444,5444,Cartao de debito,1,57.52,Aprovado,2025-03-11 21:58:00
5445,5445,Pix,1,0.0,Cancelado,
5446,5446,Pix,1,34.15,Aprovado,2024-06-28 10:03:22
5447,5447,Cartao de credito,8,1153.2,Aprovado,2025-02-23 07:33:07
5448,5448,Cartao de credito,6,1809.34,Aprovado,2024-02-01 14:11:16
5449,5449,Pix,1,1472.65,Aprovado,2024-10-23 18:51:01
5450,5450,Cartao de credito,12,0.0,Cancelado,
5451,5451,Cartao de debito,1,1803.09,Aprovado,2025-05-02 05:53:41
5452,5452,Cartao de credito,3,507.99,Aprovado,2025-08-16 06:24:07
5453,5453,Cartao de credito,4,92.63,Aprovado,2025-03-19 14:28:33
5454,5454,Pix,1,2282.19,Aprovado,2025-07-30 22:45:10
5455,5455,Pix,1,544.67,Aprovado,2025-04-15 18:26:11
5456,5456,Pix,1,636.43,Aprovado,2024-11-08 11:02:13
5457,5457,Boleto,1,1065.31,Aprovado,2025-09-20 18:17:07
5458,5458,Pix,1,269.33,Aprovado,2025-06-16 10:12:10
5459,5459,Pix,1,1954.52,Aprovado,2025-02-10 21:07:58
5460,5460,Cartao de credito,12,985.21,Aprovado,2025-10-18 09:45:36
5461,5461,Cartao de debito,1,4645.79,Aprovado,2025-07-12 21:51:33
5462,5462,Cartao de credito,2,1194.08,Aprovado,2024-12-20 16:01:35
5463,5463,Cartao de credito,8,46.04,Aprovado,2024-01-25 00:59:32
5464,5464,Pix,1,910.05,Aprovado,2025-08-20 01:14:39
5465,5465,Boleto,1,1402.18,Aprovado,2025-07-26 04:03:48
5466,5466,Cartao de credito,5,4395.41,Aprovado,2024-06-10 11:53:28
5467,5467,Pix,1,559.35,Aprovado,2025-06-05 06:52:56
5468,5468,Pix,1,1850.1,Aprovado,2024-06-25 15:24:54
5469,5469,Boleto,1,587.06,Aprovado,2024-07-12 13:49:58
5470,5470,Pix,1,365.15,Aprovado,2025-06-01 12:23:54
5471,5471,Cartao de credito,2,4619.95,Aprovado,2025-06-21 01:40:34
5472,5472,Pix,1,1134.49,Aprovado,2024-11-15 15:18:23
5473,5473,Cartao de debito,1,2520.33,Aprovado,2024-01-10 17:30:53
5474,5474,Cartao de credito,4,1306.58,Aprovado,2024-01-27 23:52:18
5475,5475,Cartao de credito,2,1604.13,Aprovado,2025-05-02 11:33:21
5476,5476,Pix,1,2655.17,Aprovado,2024-01-20 09:48:28
5477,5477,Cartao de credito,4,728.78,Aprovado,2024-04-06 18:43:45
5478,5478,Pix,1,789.53,Aprovado,2024-08-03 16:55:54
5479,5479,Pix,1,1533.91,Aprovado,2025-08-06 21:18:39
5480,5480,Boleto,1,2022.25,Aprovado,2025-04-21 19:08:35
5481,5481,Boleto,1,268.27,Aprovado,2025-11-30 12:48:26
5482,5482,Boleto,1,559.91,Aprovado,2025-11-03 00:13:32
5483,5483,Cartao de credito,8,1815.8,Aprovado,2025-04-08 09:18:59
5484,5484,Pix,1,1641.37,Aprovado,2025-01-24 07:54:28
5485,5485,Cartao de credito,6,1362.47,Aprovado,2024-09-29 01:59:14
5486,5486,Boleto,1,1260.65,Aprovado,2024-10-11 10:08:00
5487,5487,Cartao de credito,3,864.48,Aprovado,2025-11-17 15:52:57
5488,5488,Pix,1,1716.88,Aprovado,2025-11-22 18:09:41
5489,5489,Pix,1,2298.09,Aprovado,2024-08-05 22:30:11
5490,5490,Cartao de credito,1,886.64,Aprovado,2024-11-03 12:26:33
5491,5491,Cartao de credito,10,322.39,Aprovado,2025-02-21 05:43:09
5492,5492,Cartao de credito,2,4914.12,Aprovado,2025-05-30 21:45:26
5493,5493,Cartao de credito,1,687.15,Aprovado,2024-10-28 02:38:14
