id_entrega,id_pedido,transportadora,data_envio,data_prevista,data_entrega,status_entrega,tentativas_entrega,custo_logistico
688,741,EntregaMax,2025-03-12 04:53:59,2025-03-20 00:00:00,2025-03-20 17:00:00,Entregue,1,42.34
689,742,RapidGo,2024-03-01 14:49:00,2024-03-04 00:00:00,2024-03-04 09:00:00,Entregue,1,56.27
690,743,LogExpress,2024-12-18 07:41:19,2024-12-22 00:00:00,2024-12-22 09:00:00,Entregue,1,8.31
691,744,LogExpress,2025-08-20 09:46:22,2025-08-27 00:00:00,2025-08-26 17:00:00,Entregue,1,21.3
692,745,RapidGo,2025-07-30 16:29:40,2025-08-06 00:00:00,2025-08-06 12:00:00,Entregue,1,20.1
693,746,LogExpress,2025-01-14 17:06:39,2025-01-18 00:00:00,2025-01-18 09:00:00,Entregue,1,41.87
694,747,RapidGo,2024-10-04 01:56:48,2024-10-09 00:00:00,2024-10-07 17:00:00,Entregue,1,22.74
695,748,LogExpress,2024-06-03 23:51:37,2024-06-05 00:00:00,2024-06-05 11:00:00,Entregue,1,24.87
696,749,TransBrasil,2025-06-26 05:46:41,2025-06-29 00:00:00,2025-06-27 19:00:00,Entregue,1,17.46
697,750,LogExpress,2025-11-25 21:06:07,2025-11-28 00:00:00,2025-11-28 12:00:00,Entregue,1,27.43
698,751,EntregaMax,2025-11-21 01:57:06,2025-11-28 00:00:00,2025-11-27 11:00:00,Entregue,2,49.43
699,752,TransBrasil,2025-06-22 11:47:56,2025-06-24 00:00:00,2025-06-24 11:00:00,Entregue,1,41.13
700,753,LogExpress,2025-07-18 03:52:27,2025-07-22 00:00:00,2025-07-21 12:00:00,Entregue,1,44.12
701,754,RapidGo,2024-10-15 16:04:01,2024-10-22 00:00:00,2024-10-22 08:00:00,Entregue,1,39.72
702,756,LogExpress,2025-05-11 02:53:45,2025-05-19 00:00:00,2025-05-21 19:00:00,Entregue,1,13.9
703,757,RapidGo,2025-11-05 14:21:37,2025-11-09 00:00:00,2025-11-09 18:00:00,Entregue,1,48.59
704,759,RapidGo,2024-08-05 07:02:21,2024-08-12 00:00:00,2024-08-10 14:00:00,Entregue,1,58.98
705,761,TransBrasil,2025-03-10 06:24:42,2025-03-12 00:00:00,2025-03-12 16:00:00,Entregue,1,45.98
706,763,EntregaMax,2024-10-14 05:15:03,2024-10-16 00:00:00,2024-10-16 08:00:00,Entregue,1,13.51
707,764,LogExpress,2025-03-29 21:09:27,2025-04-02 00:00:00,2025-04-02 17:00:00,Entregue,1,58.81
708,765,RapidGo,2025-01-14 18:05:51,2025-01-16 00:00:00,2025-01-16 11:00:00,Entregue,1,25.97
709,766,LogExpress,2025-11-12 19:35:54,2025-11-17 00:00:00,2025-11-16 18:00:00,Entregue,1,40.64
710,767,LogExpress,2025-05-03 10:07:25,2025-05-08 00:00:00,2025-05-08 10:00:00,Entregue,1,43.29
711,768,LogExpress,2025-03-13 02:20:34,2025-03-18 00:00:00,2025-03-18 12:00:00,Entregue,1,21.25
712,769,LogExpress,2024-07-05 18:15:21,2024-07-08 00:00:00,2024-07-08 10:00:00,Entregue,1,41.38
713,770,RapidGo,2024-11-08 19:21:19,2024-11-12 00:00:00,2024-11-14 10:00:00,Entregue,1,39.03
714,771,LogExpress,2025-06-28 17:15:43,2025-07-01 00:00:00,2025-07-02 13:00:00,Entregue,1,23.49
715,772,RapidGo,2025-08-29 12:05:01,2025-08-31 00:00:00,2025-08-31 08:00:00,Entregue,2,39.05
716,773,LogExpress,2024-05-12 09:53:33,2024-05-16 00:00:00,2024-05-19 11:00:00,Entregue,1,48.0
717,774,RapidGo,2025-04-23 11:46:35,2025-04-27 00:00:00,2025-04-30 12:00:00,Entregue,1,11.24
718,775,TransBrasil,2025-06-11 02:58:17,2025-06-15 00:00:00,2025-06-18 14:00:00,Entregue,1,31.5
719,776,EntregaMax,2025-03-12 10:14:26,2025-03-18 00:00:00,2025-03-17 19:00:00,Entregue,1,27.7
720,777,TransBrasil,2025-10-09 08:35:35,2025-10-13 00:00:00,2025-10-11 10:00:00,Entregue,1,64.87
721,778,RapidGo,2024-09-11 16:46:58,2024-09-16 00:00:00,2024-09-16 15:00:00,Entregue,2,8.01
722,779,RapidGo,2024-10-01 18:36:19,2024-10-09 00:00:00,2024-10-09 14:00:00,Entregue,1,62.41
723,780,LogExpress,2025-09-10 07:16:20,2025-09-12 00:00:00,2025-09-12 09:00:00,Entregue,1,27.27
724,781,LogExpress,2025-10-27 04:16:54,2025-11-01 00:00:00,2025-11-01 18:00:00,Entregue,1,20.25
725,782,LogExpress,2025-02-13 19:41:36,2025-02-19 00:00:00,2025-02-19 15:00:00,Entregue,1,38.8
726,783,LogExpress,2024-02-17 12:44:55,2024-02-24 00:00:00,2024-02-23 19:00:00,Entregue,1,16.18
727,784,LogExpress,2024-05-29 22:15:30,2024-06-03 00:00:00,2024-06-03 14:00:00,Entregue,1,51.04
728,785,RapidGo,2024-09-29 15:05:58,2024-10-06 00:00:00,2024-10-06 19:00:00,Entregue,1,28.51
729,787,LogExpress,2025-03-20 23:02:01,2025-03-26 00:00:00,2025-03-25 17:00:00,Entregue,2,26.56
730,788,RapidGo,2025-03-31 00:04:26,2025-04-07 00:00:00,2025-04-07 09:00:00,Entregue,1,61.35
731,789,TransBrasil,2024-12-22 04:39:14,2024-12-25 00:00:00,,Em transito,0,62.18
732,790,LogExpress,2024-05-11 19:07:36,2024-05-18 00:00:00,2024-05-17 14:00:00,Entregue,1,40.31
733,791,RapidGo,2025-11-01 01:53:34,2025-11-06 00:00:00,2025-11-05 09:00:00,Entregue,1,59.44
734,792,RapidGo,2025-10-27 09:35:53,2025-10-30 00:00:00,2025-10-30 18:00:00,Entregue,1,33.15
735,793,LogExpress,2024-06-20 04:14:54,2024-06-22 00:00:00,2024-06-22 15:00:00,Entregue,1,55.08
736,794,RapidGo,2025-12-22 10:48:04,2025-12-30 00:00:00,2025-12-30 14:00:00,Entregue,1,57.38
737,795,LogExpress,2024-11-05 21:05:22,2024-11-10 00:00:00,2024-11-08 08:00:00,Entregue,1,18.54
738,796,LogExpress,2025-12-22 19:04:02,2025-12-28 00:00:00,,Em transito,0,37.83
739,797,LogExpress,2024-12-05 19:06:36,2024-12-08 00:00:00,2024-12-07 18:00:00,Entregue,1,18.51
740,798,LogExpress,2024-07-29 06:23:31,2024-08-02 00:00:00,2024-07-31 13:00:00,Entregue,1,35.55
741,799,RapidGo,2025-03-02 10:02:06,2025-03-10 00:00:00,2025-03-10 12:00:00,Entregue,1,39.54
742,800,RapidGo,2024-07-04 03:51:11,2024-07-06 00:00:00,2024-07-06 12:00:00,Entregue,1,13.59
743,801,LogExpress,2024-06-02 08:47:00,2024-06-09 00:00:00,,Em transito,0,44.8
744,802,LogExpress,2024-10-25 14:38:44,2024-11-01 00:00:00,2024-11-01 08:00:00,Entregue,1,17.68
745,803,LogExpress,2025-01-18 23:07:35,2025-01-25 00:00:00,2025-01-25 16:00:00,Entregue,1,11.37
746,804,TransBrasil,2024-06-30 08:41:13,2024-07-04 00:00:00,2024-07-02 18:00:00,Entregue,1,12.38
747,805,LogExpress,2025-05-29 04:04:53,2025-06-02 00:00:00,2025-06-02 16:00:00,Entregue,1,9.37
748,806,LogExpress,2025-06-13 18:20:20,2025-06-17 00:00:00,2025-06-21 13:00:00,Entregue,2,25.98
749,807,RapidGo,2025-06-05 14:04:49,2025-06-11 00:00:00,2025-06-10 09:00:00,Entregue,1,39.17
750,808,RapidGo,2025-09-08 11:55:41,2025-09-16 00:00:00,2025-09-16 16:00:00,Entregue,1,56.09
751,810,LogExpress,2025-06-18 08:12:06,2025-06-25 00:00:00,2025-06-29 19:00:00,Entregue,1,43.95
752,811,TransBrasil,2024-01-18 01:20:26,2024-01-26 00:00:00,2024-01-24 10:00:00,Entregue,1,49.66
753,812,RapidGo,2025-04-01 01:52:34,2025-04-05 00:00:00,2025-04-05 11:00:00,Entregue,1,11.4
754,813,TransBrasil,2025-11-08 17:42:05,2025-11-16 00:00:00,2025-11-16 13:00:00,Entregue,1,37.62
755,814,EntregaMax,2025-03-01 11:36:59,2025-03-06 00:00:00,2025-03-06 19:00:00,Entregue,2,8.63
756,815,TransBrasil,2024-06-15 05:50:53,2024-06-21 00:00:00,2024-06-21 12:00:00,Entregue,2,19.87
757,816,RapidGo,2024-05-01 04:13:10,2024-05-05 00:00:00,2024-05-05 18:00:00,Entregue,1,21.9
758,817,TransBrasil,2024-07-01 06:05:16,2024-07-09 00:00:00,2024-07-09 19:00:00,Entregue,1,50.31
759,818,LogExpress,2024-01-25 18:02:56,2024-02-02 00:00:00,2024-02-03 11:00:00,Entregue,1,26.84
760,819,TransBrasil,2025-08-18 03:21:00,2025-08-24 00:00:00,,Em transito,0,42.78
761,820,RapidGo,2024-01-14 17:16:05,2024-01-19 00:00:00,2024-01-19 12:00:00,Entregue,1,47.56
762,821,LogExpress,2024-04-16 13:24:31,2024-04-23 00:00:00,2024-04-26 13:00:00,Entregue,1,26.17
763,822,LogExpress,2024-08-16 06:57:18,2024-08-24 00:00:00,2024-08-24 08:00:00,Entregue,1,43.66
764,823,RapidGo,2024-06-25 20:38:08,2024-07-01 00:00:00,2024-07-01 08:00:00,Entregue,1,9.29
765,824,EntregaMax,2024-06-19 18:38:22,2024-06-22 00:00:00,2024-06-25 09:00:00,Entregue,1,54.08
766,825,RapidGo,2025-01-12 06:53:42,2025-01-14 00:00:00,2025-01-14 08:00:00,Entregue,1,19.32
767,826,LogExpress,2025-09-20 16:11:17,2025-09-22 00:00:00,2025-09-22 13:00:00,Entregue,1,11.84
768,827,TransBrasil,2025-08-01 18:55:40,2025-08-09 00:00:00,2025-08-09 17:00:00,Entregue,1,20.2
769,828,LogExpress,2024-08-25 20:57:29,2024-09-02 00:00:00,2024-09-02 16:00:00,Entregue,1,24.73
770,829,LogExpress,2025-07-17 03:34:18,2025-07-21 00:00:00,2025-07-21 12:00:00,Entregue,1,40.18
771,830,TransBrasil,2024-11-23 21:10:54,2024-11-29 00:00:00,2024-12-02 17:00:00,Entregue,2,19.88
772,831,LogExpress,2025-02-24 05:40:46,2025-03-04 00:00:00,2025-03-04 16:00:00,Entregue,1,8.05
773,832,EntregaMax,2024-10-25 17:36:32,2024-10-31 00:00:00,2024-10-31 12:00:00,Entregue,1,51.21
774,834,TransBrasil,2025-06-21 12:14:12,2025-06-28 00:00:00,2025-06-28 14:00:00,Entregue,1,53.81
775,835,LogExpress,2025-01-24 05:27:22,2025-01-31 00:00:00,,Em transito,0,58.52
776,837,LogExpress,2025-09-09 23:15:23,2025-09-12 00:00:00,2025-09-12 14:00:00,Entregue,1,46.29
777,838,TransBrasil,2025-10-28 04:37:36,2025-11-02 00:00:00,2025-11-02 13:00:00,Entregue,1,16.39
778,839,LogExpress,2024-12-13 02:13:46,2024-12-19 00:00:00,2024-12-19 18:00:00,Entregue,1,37.83
779,840,EntregaMax,2024-02-15 17:58:18,2024-02-17 00:00:00,2024-02-17 16:00:00,Entregue,1,51.62
780,842,LogExpress,2024-10-01 01:19:35,2024-10-08 00:00:00,2024-10-08 10:00:00,Entregue,1,59.49
781,843,LogExpress,2025-11-15 07:02:54,2025-11-18 00:00:00,2025-11-19 17:00:00,Entregue,1,60.79
782,844,EntregaMax,2025-06-23 09:41:28,2025-06-26 00:00:00,2025-06-29 09:00:00,Entregue,2,46.9
783,845,LogExpress,2025-12-12 19:44:33,2025-12-19 00:00:00,,Em transito,0,37.1
784,846,LogExpress,2024-07-31 14:04:53,2024-08-05 00:00:00,2024-08-06 13:00:00,Entregue,1,33.39
785,847,LogExpress,2025-07-10 19:42:01,2025-07-17 00:00:00,2025-07-21 10:00:00,Entregue,2,25.84
786,848,EntregaMax,2025-12-13 01:53:56,2025-12-19 00:00:00,2025-12-19 15:00:00,Entregue,1,22.38
787,849,EntregaMax,2025-02-09 23:37:02,2025-02-17 00:00:00,2025-02-17 18:00:00,Entregue,1,13.02
788,850,LogExpress,2025-01-03 03:31:01,2025-01-06 00:00:00,2025-01-06 09:00:00,Entregue,1,40.94
789,851,LogExpress,2024-12-31 22:01:49,2025-01-04 00:00:00,2025-01-05 10:00:00,Entregue,2,14.01
790,852,TransBrasil,2025-06-06 03:55:16,2025-06-14 00:00:00,2025-06-16 15:00:00,Entregue,1,42.88
791,854,LogExpress,2025-04-04 00:47:26,2025-04-12 00:00:00,2025-04-16 09:00:00,Entregue,1,23.42
792,856,LogExpress,2024-01-26 16:33:21,2024-01-28 00:00:00,2024-01-27 15:00:00,Entregue,1,15.94
793,857,LogExpress,2025-11-12 00:52:34,2025-11-14 00:00:00,2025-11-12 19:00:00,Entregue,1,17.78
794,858,LogExpress,2024-09-02 09:33:26,2024-09-08 00:00:00,2024-09-06 16:00:00,Entregue,1,64.02
795,859,LogExpress,2025-05-20 08:28:09,2025-05-26 00:00:00,2025-05-26 15:00:00,Entregue,1,34.67
796,860,RapidGo,2025-06-16 03:26:32,2025-06-20 00:00:00,2025-06-23 09:00:00,Entregue,1,31.88
797,861,RapidGo,2025-09-04 11:31:45,2025-09-09 00:00:00,2025-09-09 09:00:00,Entregue,1,25.76
798,862,TransBrasil,2024-03-06 12:59:23,2024-03-11 00:00:00,2024-03-09 10:00:00,Entregue,1,19.64
799,863,RapidGo,2024-10-10 09:49:18,2024-10-12 00:00:00,,Em transito,0,37.24
800,864,LogExpress,2025-08-12 02:30:04,2025-08-20 00:00:00,2025-08-21 18:00:00,Entregue,1,49.27
801,865,EntregaMax,2025-01-22 17:58:05,2025-01-24 00:00:00,2025-01-23 11:00:00,Entregue,1,12.16
802,866,TransBrasil,2025-07-06 21:42:01,2025-07-11 00:00:00,2025-07-11 14:00:00,Entregue,1,64.68
803,867,LogExpress,2024-10-14 23:18:40,2024-10-17 00:00:00,2024-10-16 15:00:00,Entregue,1,12.63
804,868,RapidGo,2025-09-17 14:47:26,2025-09-21 00:00:00,2025-09-21 17:00:00,Entregue,1,52.07
805,869,TransBrasil,2024-12-27 05:14:56,2024-12-30 00:00:00,2024-12-30 11:00:00,Entregue,2,35.54
806,870,EntregaMax,2025-05-31 05:03:47,2025-06-07 00:00:00,2025-06-07 08:00:00,Entregue,1,30.72
807,871,EntregaMax,2025-09-17 07:38:48,2025-09-23 00:00:00,2025-09-23 16:00:00,Entregue,1,31.0
808,872,LogExpress,2025-03-17 06:07:47,2025-03-22 00:00:00,2025-03-23 13:00:00,Entregue,3,62.23
809,874,LogExpress,2024-12-18 15:30:33,2024-12-22 00:00:00,2024-12-22 16:00:00,Entregue,1,31.79
810,875,RapidGo,2024-12-18 04:03:59,2024-12-22 00:00:00,2024-12-25 10:00:00,Entregue,1,14.09
811,876,EntregaMax,2025-08-24 00:13:27,2025-09-01 00:00:00,2025-09-06 13:00:00,Entregue,1,17.36
812,877,TransBrasil,2024-04-11 18:35:52,2024-04-15 00:00:00,2024-04-15 10:00:00,Entregue,1,9.18
813,878,TransBrasil,2025-05-29 01:04:36,2025-06-03 00:00:00,2025-06-05 13:00:00,Entregue,1,62.46
814,879,LogExpress,2024-09-11 00:54:22,2024-09-16 00:00:00,2024-09-16 13:00:00,Entregue,1,37.17
815,880,TransBrasil,2025-12-26 07:46:43,2025-12-30 00:00:00,2025-12-28 18:00:00,Entregue,1,19.36
816,881,LogExpress,2025-05-24 23:18:49,2025-05-27 00:00:00,2025-05-27 11:00:00,Entregue,1,33.39
817,882,RapidGo,2024-02-05 16:59:35,2024-02-08 00:00:00,2024-02-07 08:00:00,Entregue,1,53.4
818,883,TransBrasil,2025-10-09 19:00:01,2025-10-11 00:00:00,2025-10-10 12:00:00,Entregue,1,53.21
819,884,LogExpress,2025-03-04 21:09:44,2025-03-12 00:00:00,,Em transito,0,19.96
820,886,LogExpress,2025-03-20 19:44:58,2025-03-23 00:00:00,2025-03-23 11:00:00,Entregue,1,30.36
821,887,EntregaMax,2025-01-15 04:26:04,2025-01-23 00:00:00,2025-01-24 14:00:00,Entregue,1,35.23
822,888,RapidGo,2025-06-01 19:42:21,2025-06-09 00:00:00,2025-06-09 09:00:00,Entregue,1,38.27
823,889,TransBrasil,2024-11-09 08:58:51,2024-11-17 00:00:00,2024-11-18 14:00:00,Entregue,2,40.03
824,890,TransBrasil,2024-03-02 19:34:21,2024-03-10 00:00:00,2024-03-10 17:00:00,Entregue,1,54.42
825,891,RapidGo,2025-11-26 18:05:02,2025-11-28 00:00:00,2025-11-27 17:00:00,Entregue,1,61.18
826,892,RapidGo,2025-11-27 16:57:48,2025-12-05 00:00:00,2025-12-06 19:00:00,Entregue,1,34.74
827,893,TransBrasil,2024-11-18 23:15:48,2024-11-26 00:00:00,2024-11-25 14:00:00,Entregue,1,19.36
828,894,RapidGo,2024-09-17 21:00:43,2024-09-19 00:00:00,2024-09-21 16:00:00,Entregue,1,21.73
829,895,RapidGo,2025-04-02 21:47:10,2025-04-09 00:00:00,2025-04-09 08:00:00,Entregue,1,56.39
830,897,RapidGo,2025-04-11 16:33:54,2025-04-13 00:00:00,2025-04-13 08:00:00,Entregue,1,63.05
831,898,LogExpress,2024-04-08 08:16:17,2024-04-14 00:00:00,2024-04-14 14:00:00,Entregue,1,12.61
832,899,EntregaMax,2024-10-29 11:29:54,2024-11-03 00:00:00,2024-11-06 09:00:00,Entregue,1,58.74
833,900,LogExpress,2025-03-09 18:19:41,2025-03-12 00:00:00,2025-03-12 15:00:00,Entregue,1,58.21
834,901,LogExpress,2024-06-27 22:46:57,2024-07-01 00:00:00,2024-07-01 12:00:00,Entregue,1,12.97
835,902,RapidGo,2024-11-20 10:14:25,2024-11-23 00:00:00,2024-11-23 08:00:00,Entregue,1,35.88
836,903,RapidGo,2025-10-25 01:29:00,2025-10-29 00:00:00,2025-10-29 08:00:00,Entregue,1,25.79
837,904,TransBrasil,2025-09-28 12:20:43,2025-10-02 00:00:00,2025-10-07 11:00:00,Entregue,2,43.52
838,905,TransBrasil,2025-01-15 22:15:38,2025-01-21 00:00:00,2025-01-21 08:00:00,Entregue,1,30.91
839,906,TransBrasil,2025-12-27 20:45:05,2026-01-02 00:00:00,2026-01-02 13:00:00,Entregue,1,18.63
840,907,TransBrasil,2024-06-17 20:54:31,2024-06-20 00:00:00,2024-06-20 14:00:00,Entregue,1,9.53
841,908,RapidGo,2025-04-07 09:07:40,2025-04-12 00:00:00,2025-04-12 17:00:00,Entregue,2,32.34
842,909,RapidGo,2024-11-04 20:08:20,2024-11-07 00:00:00,2024-11-07 15:00:00,Entregue,1,46.0
843,910,RapidGo,2025-02-02 19:38:20,2025-02-05 00:00:00,2025-02-03 14:00:00,Entregue,1,45.81
844,911,TransBrasil,2024-02-20 08:14:32,2024-02-25 00:00:00,2024-02-27 10:00:00,Entregue,1,47.95
845,912,EntregaMax,2025-04-23 17:41:46,2025-04-27 00:00:00,2025-04-27 13:00:00,Entregue,1,18.17
846,913,LogExpress,2024-11-18 19:43:24,2024-11-24 00:00:00,2024-11-24 14:00:00,Entregue,1,41.28
847,914,LogExpress,2025-02-20 17:10:54,2025-02-26 00:00:00,2025-02-27 18:00:00,Entregue,1,23.62
848,915,TransBrasil,2025-07-08 00:49:31,2025-07-16 00:00:00,2025-07-17 16:00:00,Entregue,1,19.2
849,916,LogExpress,2024-07-01 22:59:32,2024-07-07 00:00:00,2024-07-09 13:00:00,Entregue,2,46.01
850,917,RapidGo,2024-11-19 18:29:20,2024-11-27 00:00:00,2024-11-27 19:00:00,Entregue,1,13.28
851,919,RapidGo,2024-12-27 12:46:55,2024-12-30 00:00:00,2024-12-29 10:00:00,Entregue,1,38.35
852,920,RapidGo,2025-03-27 11:43:30,2025-03-30 00:00:00,2025-03-29 17:00:00,Entregue,1,59.21
853,921,RapidGo,2025-05-21 18:24:57,2025-05-24 00:00:00,2025-05-23 17:00:00,Entregue,1,18.95
854,922,TransBrasil,2025-09-30 18:06:02,2025-10-02 00:00:00,2025-10-02 17:00:00,Entregue,1,37.6
855,923,LogExpress,2025-10-30 16:15:05,2025-11-04 00:00:00,2025-11-03 19:00:00,Entregue,1,56.79
856,924,TransBrasil,2024-12-16 08:13:18,2024-12-22 00:00:00,2024-12-21 14:00:00,Entregue,1,30.11
857,925,LogExpress,2025-02-04 20:37:21,2025-02-11 00:00:00,2025-02-13 19:00:00,Entregue,1,56.58
858,926,LogExpress,2025-03-03 18:29:32,2025-03-05 00:00:00,2025-03-05 13:00:00,Entregue,1,12.87
859,927,EntregaMax,2024-06-22 04:35:33,2024-06-28 00:00:00,2024-06-28 14:00:00,Entregue,1,32.46
860,928,LogExpress,2025-09-22 11:54:27,2025-09-27 00:00:00,2025-09-27 18:00:00,Entregue,1,55.19
861,929,RapidGo,2024-05-20 01:05:23,2024-05-23 00:00:00,2024-05-23 14:00:00,Entregue,1,11.01
862,930,TransBrasil,2025-07-10 09:34:21,2025-07-18 00:00:00,2025-07-18 12:00:00,Entregue,1,13.73
863,931,RapidGo,2024-10-05 07:14:04,2024-10-09 00:00:00,2024-10-11 13:00:00,Entregue,1,27.96
864,933,RapidGo,2024-10-25 06:48:25,2024-10-30 00:00:00,2024-10-30 14:00:00,Entregue,1,63.08
865,934,EntregaMax,2025-09-23 17:15:55,2025-09-25 00:00:00,2025-09-25 15:00:00,Entregue,1,56.35
866,935,TransBrasil,2024-06-05 21:55:03,2024-06-09 00:00:00,2024-06-09 18:00:00,Entregue,1,26.13
867,936,EntregaMax,2025-01-06 14:54:42,2025-01-09 00:00:00,2025-01-12 12:00:00,Entregue,1,11.64
868,937,LogExpress,2025-06-15 02:31:36,2025-06-18 00:00:00,2025-06-18 17:00:00,Entregue,1,13.68
869,938,LogExpress,2024-10-03 14:55:08,2024-10-06 00:00:00,2024-10-06 13:00:00,Entregue,1,8.6
870,939,RapidGo,2024-01-18 02:48:16,2024-01-23 00:00:00,2024-01-22 15:00:00,Entregue,1,53.72
871,940,LogExpress,2025-02-17 09:47:58,2025-02-23 00:00:00,2025-02-22 11:00:00,Entregue,1,15.48
872,941,LogExpress,2024-04-15 01:00:46,2024-04-23 00:00:00,2024-04-23 19:00:00,Entregue,1,25.16
873,942,LogExpress,2025-12-01 15:11:55,2025-12-08 00:00:00,2025-12-08 18:00:00,Entregue,1,61.82
874,943,EntregaMax,2024-10-26 14:22:55,2024-11-01 00:00:00,2024-10-31 18:00:00,Entregue,1,19.74
875,944,EntregaMax,2025-08-29 12:49:17,2025-09-04 00:00:00,2025-09-09 15:00:00,Entregue,1,9.2
876,945,LogExpress,2024-10-18 02:52:06,2024-10-21 00:00:00,2024-10-22 08:00:00,Entregue,1,38.69
877,946,EntregaMax,2024-04-21 00:18:36,2024-04-25 00:00:00,2024-04-24 09:00:00,Entregue,1,61.66
878,947,TransBrasil,2025-05-28 01:07:39,2025-06-01 00:00:00,2025-06-04 11:00:00,Entregue,1,20.26
879,948,RapidGo,2024-12-04 05:35:45,2024-12-08 00:00:00,2024-12-08 16:00:00,Entregue,1,25.69
880,949,RapidGo,2024-07-11 06:45:10,2024-07-16 00:00:00,2024-07-20 09:00:00,Entregue,1,27.31
881,950,RapidGo,2024-01-28 20:14:14,2024-02-02 00:00:00,,Em transito,0,44.5
882,951,EntregaMax,2024-11-23 02:50:54,2024-11-27 00:00:00,2024-11-27 16:00:00,Entregue,1,51.1
883,952,RapidGo,2024-01-28 18:23:36,2024-02-05 00:00:00,2024-02-05 19:00:00,Entregue,1,11.33
884,953,LogExpress,2024-06-13 19:59:17,2024-06-15 00:00:00,2024-06-14 17:00:00,Entregue,1,62.37
885,954,EntregaMax,2024-04-22 11:22:17,2024-04-29 00:00:00,2024-04-28 08:00:00,Entregue,1,53.35
886,955,LogExpress,2024-02-11 10:03:37,2024-02-16 00:00:00,2024-02-16 09:00:00,Entregue,1,15.47
887,956,TransBrasil,2025-12-28 16:50:48,2026-01-05 00:00:00,2026-01-10 10:00:00,Entregue,1,56.84
888,957,RapidGo,2024-10-05 18:01:38,2024-10-07 00:00:00,2024-10-08 18:00:00,Entregue,1,35.08
889,958,RapidGo,2024-09-29 09:07:19,2024-10-03 00:00:00,2024-10-03 13:00:00,Entregue,1,64.82
890,959,RapidGo,2025-02-15 03:40:19,2025-02-23 00:00:00,2025-02-21 11:00:00,Entregue,1,19.63
891,960,TransBrasil,2024-06-15 23:33:33,2024-06-23 00:00:00,2024-06-24 12:00:00,Entregue,1,36.66
892,961,TransBrasil,2025-06-24 17:29:19,2025-07-01 00:00:00,2025-07-01 11:00:00,Entregue,1,52.46
893,962,RapidGo,2024-09-17 19:45:19,2024-09-19 00:00:00,2024-09-18 11:00:00,Entregue,1,54.77
894,963,LogExpress,2024-05-27 06:31:38,2024-05-30 00:00:00,2024-05-30 14:00:00,Entregue,1,34.24
895,964,TransBrasil,2024-04-23 03:36:00,2024-04-25 00:00:00,2024-04-25 14:00:00,Entregue,1,51.65
896,965,LogExpress,2024-10-10 08:03:34,2024-10-16 00:00:00,2024-10-14 11:00:00,Entregue,1,32.42
897,966,LogExpress,2025-10-14 03:03:56,2025-10-17 00:00:00,2025-10-15 15:00:00,Entregue,1,32.67
898,967,RapidGo,2024-08-13 20:21:22,2024-08-16 00:00:00,2024-08-16 16:00:00,Entregue,1,27.14
899,968,RapidGo,2025-07-16 05:39:31,2025-07-23 00:00:00,2025-07-23 11:00:00,Entregue,1,58.76
900,969,LogExpress,2025-06-15 02:54:10,2025-06-18 00:00:00,2025-06-18 16:00:00,Entregue,1,31.08
901,970,EntregaMax,2025-10-22 13:49:41,2025-10-25 00:00:00,2025-10-25 16:00:00,Entregue,1,49.61
902,971,RapidGo,2025-06-22 08:28:25,2025-06-30 00:00:00,2025-06-28 19:00:00,Entregue,1,25.28
903,972,EntregaMax,2024-06-13 11:35:40,2024-06-20 00:00:00,2024-06-20 08:00:00,Entregue,1,8.35
904,973,TransBrasil,2025-04-30 18:29:20,2025-05-08 00:00:00,2025-05-08 17:00:00,Entregue,2,38.64
905,974,LogExpress,2025-04-01 06:35:40,2025-04-09 00:00:00,2025-04-09 10:00:00,Entregue,1,64.74
906,975,LogExpress,2024-03-22 10:17:13,2024-03-24 00:00:00,2024-03-26 15:00:00,Entregue,1,63.72
907,976,EntregaMax,2024-08-02 23:28:30,2024-08-07 00:00:00,,Em transito,0,20.95
908,977,RapidGo,2024-11-11 14:34:23,2024-11-17 00:00:00,2024-11-17 16:00:00,Entregue,1,15.6
909,978,EntregaMax,2024-01-12 01:46:04,2024-01-16 00:00:00,2024-01-14 08:00:00,Entregue,1,32.61
910,979,TransBrasil,2025-02-05 05:31:21,2025-02-10 00:00:00,2025-02-11 13:00:00,Entregue,2,27.26
911,980,TransBrasil,2025-09-18 12:21:01,2025-09-20 00:00:00,2025-09-21 17:00:00,Entregue,1,8.52
912,981,RapidGo,2025-08-16 12:02:31,2025-08-19 00:00:00,2025-08-21 18:00:00,Entregue,2,45.3
913,982,EntregaMax,2024-12-16 21:43:30,2024-12-21 00:00:00,2024-12-21 09:00:00,Entregue,1,13.27
914,983,RapidGo,2024-07-03 22:23:20,2024-07-07 00:00:00,2024-07-07 15:00:00,Entregue,2,62.61
915,984,LogExpress,2025-12-27 09:45:37,2026-01-03 00:00:00,2026-01-06 11:00:00,Entregue,1,58.67
916,985,LogExpress,2024-08-12 15:49:50,2024-08-19 00:00:00,2024-08-19 11:00:00,Entregue,1,14.07
917,986,TransBrasil,2025-12-01 23:27:53,2025-12-03 00:00:00,2025-12-03 19:00:00,Entregue,1,48.54
918,987,LogExpress,2025-06-29 12:01:46,2025-07-07 00:00:00,2025-07-07 17:00:00,Entregue,1,44.54
919,988,TransBrasil,2025-06-17 03:55:37,2025-06-24 00:00:00,2025-06-22 10:00:00,Entregue,1,13.05
920,989,TransBrasil,2024-03-04 23:07:36,2024-03-07 00:00:00,2024-03-07 17:00:00,Entregue,1,30.54
