id_cliente,nome_cliente,data_cadastro,cep,cidade,uf,segmento_cliente,status_cliente
1096,Cliente 01096,2024-10-18,,,,Recorrente,Ativo
1097,Cliente 01097,2024-10-09,,,,Recorrente,Ativo
1098,Cliente 01098,2024-03-09,,,,Recorrente,Ativo
1099,Cliente 01099,2025-10-21,,,,VIP,Ativo
1100,Cliente 01100,2024-01-11,,,,Novo,Ativo
1101,Cliente 01101,2024-09-10,,,,Recorrente,Ativo
1102,Cliente 01102,2025-07-03,,,,Novo,Ativo
1103,Cliente 01103,2024-05-13,,,,Recorrente,Ativo
1104,Cliente 01104,2025-12-12,,,,Recorrente,Ativo
1105,Cliente 01105,2024-01-23,,,,Recorrente,Ativo
1106,Cliente 01106,2024-12-11,,,,Novo,Ativo
1107,Cliente 01107,2024-10-28,,,,Recorrente,Ativo
1108,Cliente 01108,2024-12-28,,,,Novo,Ativo
1109,Cliente 01109,2025-01-30,,,,Novo,Ativo
1110,Cliente 01110,2024-08-05,,,,Recorrente,Ativo
1111,Cliente 01111,2024-05-20,,,,Novo,Ativo
1112,Cliente 01112,2025-09-07,,,,Recorrente,Ativo
1113,Cliente 01113,2024-07-28,,,,Novo,Ativo
1114,Cliente 01114,2025-09-14,,,,Novo,Ativo
1115,Cliente 01115,2025-09-07,,,,Recorrente,Inativo
1116,Cliente 01116,2025-11-13,,,,Novo,Ativo
1117,Cliente 01117,2025-04-04,,,,Novo,Ativo
1118,Cliente 01118,2024-12-21,,,,Recorrente,Ativo
1119,Cliente 01119,2024-11-19,,,,Novo,Ativo
1120,Cliente 01120,2024-05-12,,,,Recorrente,Ativo
1121,Cliente 01121,2024-05-06,,,,Novo,Ativo
1122,Cliente 01122,2024-04-15,,,,Recorrente,Ativo
1123,Cliente 01123,2025-08-26,,,,Recorrente,Ativo
1124,Cliente 01124,2025-01-12,,,,Recorrente,Ativo
1125,Cliente 01125,2024-02-20,,,,Novo,Ativo
1126,Cliente 01126,2024-01-29,,,,Recorrente,Ativo
1127,Cliente 01127,2025-04-06,,,,Recorrente,Ativo
1128,Cliente 01128,2024-10-22,,,,Recorrente,Ativo
1129,Cliente 01129,2024-10-23,,,,Novo,Ativo
1130,Cliente 01130,2025-12-26,,,,Recorrente,Ativo
1131,Cliente 01131,2025-02-10,,,,Recorrente,Ativo
1132,Cliente 01132,2025-09-04,,,,Novo,Ativo
1133,Cliente 01133,2025-02-08,,,,Novo,Ativo
1134,Cliente 01134,2024-12-11,,,,Recorrente,Ativo
1135,Cliente 01135,2025-09-13,,,,Novo,Inativo
1136,Cliente 01136,2025-02-23,,,,VIP,Ativo
1137,Cliente 01137,2024-06-30,,,,Recorrente,Ativo
1138,Cliente 01138,2024-01-01,,,,Recorrente,Ativo
1139,Cliente 01139,2025-07-20,,,,Novo,Ativo
1140,Cliente 01140,2025-01-05,,,,Novo,Ativo
1141,Cliente 01141,2025-10-22,,,,VIP,Ativo
1142,Cliente 01142,2025-03-06,,,,Novo,Ativo
1143,Cliente 01143,2024-11-04,,,,Recorrente,Ativo
1144,Cliente 01144,2024-05-16,,,,Novo,Ativo
1145,Cliente 01145,2024-07-20,,,,Novo,Ativo
1146,Cliente 01146,2025-03-11,,,,Novo,Ativo
1147,Cliente 01147,2024-11-08,,,,Novo,Ativo
1148,Cliente 01148,2024-04-26,,,,VIP,Ativo
1149,Cliente 01149,2025-10-27,,,,Novo,Inativo
1150,Cliente 01150,2025-07-28,,,,Novo,Ativo
1151,Cliente 01151,2024-08-31,,,,Novo,Ativo
1152,Cliente 01152,2025-06-20,,,,Novo,Ativo
1153,Cliente 01153,2025-08-24,,,,Novo,Ativo
1154,Cliente 01154,2024-03-15,,,,Recorrente,Ativo
1155,Cliente 01155,2025-01-20,,,,Novo,Ativo
1156,Cliente 01156,2024-07-28,,,,Novo,Ativo
1157,Cliente 01157,2025-04-19,,,,Novo,Ativo
1158,Cliente 01158,2025-02-21,,,,VIP,Ativo
1159,Cliente 01159,2024-12-12,,,,Novo,Ativo
1160,Cliente 01160,2025-06-12,,,,Novo,Ativo
1161,Cliente 01161,2025-10-01,,,,Recorrente,Ativo
1162,Cliente 01162,2024-06-27,,,,Recorrente,Ativo
1163,Cliente 01163,2024-06-30,,,,Novo,Ativo
1164,Cliente 01164,2025-10-25,,,,Novo,Ativo
1165,Cliente 01165,2024-01-25,,,,Recorrente,Ativo
1166,Cliente 01166,2024-06-28,,,,Novo,Ativo
1167,Cliente 01167,2025-12-10,,,,Recorrente,Ativo
1168,Cliente 01168,2025-05-15,,,,Recorrente,Ativo
1169,Cliente 01169,2024-06-09,,,,Novo,Ativo
1170,Cliente 01170,2024-06-25,,,,Novo,Ativo
1171,Cliente 01171,2024-10-11,,,,Novo,Ativo
1172,Cliente 01172,2024-03-03,,,,Recorrente,Ativo
1173,Cliente 01173,2025-10-23,,,,Novo,Ativo
1174,Cliente 01174,2025-10-27,,,,Novo,Ativo
1175,Cliente 01175,2024-06-04,,,,Recorrente,Ativo
1176,Cliente 01176,2025-04-13,,,,VIP,Ativo
1177,Cliente 01177,2024-02-18,,,,Novo,Ativo
1178,Cliente 01178,2024-03-24,,,,VIP,Ativo
1179,Cliente 01179,2024-12-26,,,,Novo,Ativo
1180,Cliente 01180,2025-11-19,,,,Novo,Ativo
1181,Cliente 01181,2024-05-27,,,,Novo,Ativo
1182,Cliente 01182,2025-09-21,,,,Novo,Ativo
1183,Cliente 01183,2024-12-07,,,,Novo,Ativo
1184,Cliente 01184,2025-04-20,,,,Novo,Inativo
1185,Cliente 01185,2024-03-03,,,,VIP,Ativo
1186,Cliente 01186,2025-12-01,,,,Recorrente,Ativo
1187,Cliente 01187,2024-12-25,,,,Recorrente,Ativo
1188,Cliente 01188,2025-07-14,,,,Novo,Ativo
1189,Cliente 01189,2024-11-22,,,,Novo,Ativo
1190,Cliente 01190,2024-05-20,,,,Novo,Ativo
1191,Cliente 01191,2024-08-02,,,,Recorrente,Ativo
1192,Cliente 01192,2025-03-10,,,,VIP,Ativo
1193,Cliente 01193,2025-12-23,,,,Novo,Ativo
1194,Cliente 01194,2024-11-13,,,,Novo,Ativo
1195,Cliente 01195,2024-02-01,,,,Novo,Ativo
1196,Cliente 01196,2025-10-31,,,,Novo,Ativo
1197,Cliente 01197,2024-10-11,,,,Novo,Ativo
1198,Cliente 01198,2024-10-31,,,,Recorrente,Ativo
1199,Cliente 01199,2025-03-04,,,,Recorrente,Ativo
1200,Cliente 01200,2025-04-21,,,,Novo,Ativo
1201,Cliente 01201,2024-10-12,,,,Novo,Ativo
1202,Cliente 01202,2024-05-23,,,,VIP,Ativo
1203,Cliente 01203,2025-02-27,,,,Novo,Ativo
1204,Cliente 01204,2024-01-19,,,,Novo,Ativo
1205,Cliente 01205,2024-01-18,,,,Novo,Ativo
1206,Cliente 01206,2025-08-12,,,,Novo,Ativo
1207,Cliente 01207,2025-01-05,,,,Novo,Ativo
1208,Cliente 01208,2024-06-23,,,,Recorrente,Inativo
1209,Cliente 01209,2024-07-12,,,,Novo,Ativo
1210,Cliente 01210,2025-05-16,,,,Novo,Ativo
1211,Cliente 01211,2024-04-22,,,,Recorrente,Ativo
1212,Cliente 01212,2024-04-23,,,,Novo,Ativo
1213,Cliente 01213,2024-08-09,,,,Recorrente,Ativo
1214,Cliente 01214,2025-11-08,,,,Recorrente,Ativo
1215,Cliente 01215,2025-10-05,,,,Novo,Ativo
1216,Cliente 01216,2024-09-20,,,,Recorrente,Inativo
1217,Cliente 01217,2024-02-24,,,,Novo,Ativo
1218,Cliente 01218,2025-10-04,,,,VIP,Ativo
1219,Cliente 01219,2025-04-02,,,,Novo,Inativo
1220,Cliente 01220,2024-06-10,,,,VIP,Ativo
1221,Cliente 01221,2025-01-14,,,,Recorrente,Inativo
1222,Cliente 01222,2024-03-27,,,,Novo,Inativo
1223,Cliente 01223,2024-02-24,,,,Novo,Ativo
1224,Cliente 01224,2025-04-20,,,,VIP,Ativo
1225,Cliente 01225,2024-06-26,,,,Recorrente,Ativo
1226,Cliente 01226,2025-01-25,,,,Novo,Ativo
1227,Cliente 01227,2024-12-14,,,,Recorrente,Inativo
1228,Cliente 01228,2024-01-08,,,,Novo,Ativo
1229,Cliente 01229,2024-11-08,,,,Novo,Ativo
1230,Cliente 01230,2025-03-18,,,,Novo,Ativo
1231,Cliente 01231,2024-11-23,,,,Novo,Ativo
1232,Cliente 01232,2024-02-23,,,,Recorrente,Ativo
1233,Cliente 01233,2024-08-26,,,,Novo,Ativo
1234,Cliente 01234,2024-08-16,,,,Recorrente,Ativo
1235,Cliente 01235,2025-08-01,,,,Novo,Ativo
1236,Cliente 01236,2024-02-20,,,,Novo,Inativo
1237,Cliente 01237,2025-08-31,,,,Novo,Ativo
1238,Cliente 01238,2025-08-26,,,,Novo,Ativo
1239,Cliente 01239,2024-09-20,,,,Novo,Ativo
1240,Cliente 01240,2025-02-21,,,,Novo,Ativo
1241,Cliente 01241,2024-04-05,,,,Recorrente,Ativo
1242,Cliente 01242,2024-03-28,,,,Novo,Inativo
1243,Cliente 01243,2024-03-18,,,,Novo,Ativo
1244,Cliente 01244,2024-10-14,,,,Novo,Ativo
1245,Cliente 01245,2024-04-29,,,,Recorrente,Ativo
1246,Cliente 01246,2025-05-05,,,,VIP,Ativo
1247,Cliente 01247,2025-03-27,,,,Novo,Ativo
1248,Cliente 01248,2025-05-14,,,,Novo,Ativo
1249,Cliente 01249,2024-06-13,,,,Novo,Ativo
1250,Cliente 01250,2024-06-30,,,,VIP,Ativo
1251,Cliente 01251,2025-04-13,,,,Novo,Ativo
1252,Cliente 01252,2024-01-07,,,,Novo,Ativo
1253,Cliente 01253,2024-11-25,,,,Novo,Ativo
1254,Cliente 01254,2025-11-03,,,,Novo,Ativo
1255,Cliente 01255,2024-05-30,,,,Novo,Inativo
1256,Cliente 01256,2024-03-25,,,,Recorrente,Ativo
1257,Cliente 01257,2024-05-26,,,,Novo,Ativo
1258,Cliente 01258,2025-09-15,,,,Recorrente,Inativo
1259,Cliente 01259,2025-01-15,,,,Novo,Ativo
1260,Cliente 01260,2025-07-01,,,,Novo,Ativo
1261,Cliente 01261,2024-10-11,,,,VIP,Ativo
1262,Cliente 01262,2025-11-30,,,,Novo,Ativo
1263,Cliente 01263,2024-03-22,,,,Recorrente,Ativo
1264,Cliente 01264,2025-05-28,,,,Novo,Ativo
1265,Cliente 01265,2025-12-09,,,,Novo,Ativo
1266,Cliente 01266,2025-06-06,,,,VIP,Ativo
1267,Cliente 01267,2025-01-20,,,,Novo,Inativo
1268,Cliente 01268,2025-12-07,,,,Recorrente,Ativo
1269,Cliente 01269,2025-04-15,,,,Novo,Ativo
1270,Cliente 01270,2024-04-28,,,,Recorrente,Ativo
1271,Cliente 01271,2025-01-30,,,,Novo,Ativo
1272,Cliente 01272,2025-06-15,,,,Novo,Ativo
1273,Cliente 01273,2024-09-17,,,,Recorrente,Inativo
1274,Cliente 01274,2024-09-12,,,,VIP,Ativo
1275,Cliente 01275,2024-08-13,,,,VIP,Ativo
1276,Cliente 01276,2024-02-22,,,,Recorrente,Ativo
1277,Cliente 01277,2025-05-14,,,,Recorrente,Ativo
1278,Cliente 01278,2025-05-20,,,,Novo,Ativo
1279,Cliente 01279,2024-12-29,,,,Novo,Ativo
1280,Cliente 01280,2024-10-06,,,,Novo,Ativo
1281,Cliente 01281,2025-08-15,,,,Novo,Ativo
1282,Cliente 01282,2025-12-14,,,,Novo,Ativo
1283,Cliente 01283,2024-06-06,,,,Novo,Ativo
1284,Cliente 01284,2025-09-23,,,,Novo,Ativo
1285,Cliente 01285,2024-02-28,,,,Recorrente,Ativo
1286,Cliente 01286,2025-12-27,,,,Novo,Ativo
1287,Cliente 01287,2024-05-07,,,,Novo,Ativo
1288,Cliente 01288,2025-12-21,,,,Novo,Ativo
1289,Cliente 01289,2024-04-24,,,,Recorrente,Ativo
1290,Cliente 01290,2024-07-27,,,,Recorrente,Ativo
1291,Cliente 01291,2025-06-09,,,,Recorrente,Ativo
1292,Cliente 01292,2025-06-04,,,,Novo,Inativo
1293,Cliente 01293,2025-07-05,,,,Novo,Ativo
1294,Cliente 01294,2024-08-24,,,,Novo,Ativo
1295,Cliente 01295,2024-10-07,,,,Novo,Ativo
1296,Cliente 01296,2024-12-24,,,,Novo,Ativo
1297,Cliente 01297,2024-07-19,,,,Novo,Ativo
1298,Cliente 01298,2024-10-04,,,,Novo,Ativo
1299,Cliente 01299,2024-08-22,,,,VIP,Ativo
1300,Cliente 01300,2025-05-08,,,,VIP,Inativo
1301,Cliente 01301,2024-01-04,,,,Novo,Ativo
1302,Cliente 01302,2025-10-27,,,,Novo,Ativo
1303,Cliente 01303,2025-03-17,,,,Novo,Ativo
1304,Cliente 01304,2024-01-29,,,,Novo,Ativo
1305,Cliente 01305,2024-04-18,,,,VIP,Ativo
1306,Cliente 01306,2025-09-01,,,,Novo,Ativo
1307,Cliente 01307,2025-12-27,,,,Recorrente,Ativo
1308,Cliente 01308,2024-03-15,,,,Novo,Ativo
1309,Cliente 01309,2024-05-25,,,,VIP,Ativo
1310,Cliente 01310,2024-05-07,,,,Novo,Inativo
1311,Cliente 01311,2024-02-11,,,,Recorrente,Ativo
1312,Cliente 01312,2024-12-21,,,,Novo,Ativo
1313,Cliente 01313,2024-02-10,,,,Recorrente,Ativo
1314,Cliente 01314,2024-02-03,,,,Novo,Ativo
1315,Cliente 01315,2024-01-17,,,,Novo,Ativo
1316,Cliente 01316,2025-11-07,,,,VIP,Ativo
1317,Cliente 01317,2024-06-01,,,,VIP,Ativo
1318,Cliente 01318,2025-01-12,,,,Recorrente,Ativo
1319,Cliente 01319,2025-08-10,,,,Recorrente,Ativo
1320,Cliente 01320,2025-08-21,,,,Recorrente,Ativo
1321,Cliente 01321,2025-09-20,,,,Novo,Inativo
1322,Cliente 01322,2024-12-07,,,,Novo,Ativo
1323,Cliente 01323,2024-01-27,,,,Novo,Ativo
1324,Cliente 01324,2024-10-13,,,,Recorrente,Ativo
1325,Cliente 01325,2025-10-07,,,,Novo,Ativo
1326,Cliente 01326,2025-12-31,,,,Novo,Ativo
1327,Cliente 01327,2024-06-16,,,,Recorrente,Ativo
1328,Cliente 01328,2025-09-01,,,,Recorrente,Ativo
1329,Cliente 01329,2024-09-24,,,,Novo,Ativo
1330,Cliente 01330,2025-03-30,,,,Novo,Ativo
1331,Cliente 01331,2025-11-15,,,,Novo,Ativo
1332,Cliente 01332,2025-02-04,,,,Novo,Ativo
1333,Cliente 01333,2025-04-20,,,,Novo,Ativo
1334,Cliente 01334,2025-12-02,,,,Recorrente,Ativo
1335,Cliente 01335,2025-09-25,,,,Recorrente,Ativo
1336,Cliente 01336,2025-07-11,,,,Recorrente,Ativo
1337,Cliente 01337,2025-07-29,,,,Novo,Ativo
1338,Cliente 01338,2024-05-09,,,,Recorrente,Ativo
1339,Cliente 01339,2024-12-28,,,,Novo,Ativo
1340,Cliente 01340,2025-12-05,,,,Novo,Ativo
1341,Cliente 01341,2025-11-23,,,,Recorrente,Ativo
1342,Cliente 01342,2024-10-18,,,,Novo,Inativo
1343,Cliente 01343,2025-01-05,,,,Novo,Ativo
1344,Cliente 01344,2024-01-29,,,,Recorrente,Ativo
1345,Cliente 01345,2024-05-28,,,,Novo,Ativo
1346,Cliente 01346,2024-10-22,,,,Recorrente,Ativo
1347,Cliente 01347,2024-01-11,,,,Novo,Ativo
1348,Cliente 01348,2025-05-26,,,,Recorrente,Ativo
1349,Cliente 01349,2025-11-06,,,,Novo,Ativo
1350,Cliente 01350,2024-04-22,,,,Novo,Ativo
1351,Cliente 01351,2024-07-05,,,,Recorrente,Ativo
1352,Cliente 01352,2024-08-14,,,,Novo,Ativo
1353,Cliente 01353,2024-11-05,,,,Novo,Ativo
1354,Cliente 01354,2024-04-07,,,,Novo,Ativo
1355,Cliente 01355,2024-02-24,,,,Novo,Ativo
1356,Cliente 01356,2025-09-14,,,,Novo,Ativo
1357,Cliente 01357,2025-10-25,,,,Novo,Ativo
1358,Cliente 01358,2025-02-09,,,,VIP,Ativo
1359,Cliente 01359,2024-03-09,,,,Novo,Ativo
1360,Cliente 01360,2024-11-07,,,,Novo,Ativo
1361,Cliente 01361,2024-10-15,,,,Novo,Ativo
1362,Cliente 01362,2025-07-01,,,,Novo,Ativo
1363,Cliente 01363,2024-05-27,,,,VIP,Ativo
1364,Cliente 01364,2025-04-11,,,,Novo,Ativo
1365,Cliente 01365,2024-08-31,,,,VIP,Ativo
1366,Cliente 01366,2025-05-05,,,,Novo,Ativo
1367,Cliente 01367,2025-05-21,,,,Recorrente,Ativo
1368,Cliente 01368,2024-12-30,,,,Novo,Ativo
1369,Cliente 01369,2025-04-26,,,,Recorrente,Ativo
1370,Cliente 01370,2024-07-19,,,,Recorrente,Ativo
1371,Cliente 01371,2024-06-02,,,,Novo,Ativo
1372,Cliente 01372,2025-03-25,,,,Novo,Ativo
1373,Cliente 01373,2025-05-15,,,,Novo,Ativo
1374,Cliente 01374,2024-03-13,,,,VIP,Inativo
1375,Cliente 01375,2025-12-13,,,,Novo,Ativo
1376,Cliente 01376,2024-10-22,,,,Novo,Ativo
1377,Cliente 01377,2024-01-17,,,,Recorrente,Ativo
1378,Cliente 01378,2025-10-02,,,,Novo,Ativo
1379,Cliente 01379,2024-08-04,,,,VIP,Ativo
1380,Cliente 01380,2024-03-01,,,,Recorrente,Ativo
1381,Cliente 01381,2025-09-07,,,,Recorrente,Ativo
1382,Cliente 01382,2024-02-11,,,,Recorrente,Ativo
1383,Cliente 01383,2024-01-25,,,,Novo,Ativo
1384,Cliente 01384,2024-02-08,,,,Novo,Ativo
1385,Cliente 01385,2024-05-10,,,,Novo,Ativo
1386,Cliente 01386,2025-05-12,,,,Novo,Inativo
1387,Cliente 01387,2024-08-16,,,,Recorrente,Ativo
1388,Cliente 01388,2024-04-17,,,,VIP,Ativo
1389,Cliente 01389,2024-06-20,,,,Novo,Ativo
1390,Cliente 01390,2025-03-10,,,,Novo,Ativo
1391,Cliente 01391,2025-04-22,,,,VIP,Ativo
1392,Cliente 01392,2024-04-11,,,,Novo,Ativo
1393,Cliente 01393,2025-06-07,,,,Novo,Ativo
1394,Cliente 01394,2024-10-01,,,,Novo,Ativo
1395,Cliente 01395,2025-09-04,,,,VIP,Ativo
1396,Cliente 01396,2024-02-13,,,,Recorrente,Ativo
1397,Cliente 01397,2024-01-17,,,,Recorrente,Ativo
1398,Cliente 01398,2024-11-25,,,,Recorrente,Ativo
1399,Cliente 01399,2025-07-22,,,,Novo,Inativo
1400,Cliente 01400,2025-05-11,,,,Novo,Ativo
1401,Cliente 01401,2024-01-12,,,,Recorrente,Ativo
1402,Cliente 01402,2024-11-13,,,,Novo,Ativo
1403,Cliente 01403,2025-08-14,,,,Recorrente,Ativo
1404,Cliente 01404,2024-08-03,,,,VIP,Ativo
1405,Cliente 01405,2024-12-04,,,,Recorrente,Ativo
1406,Cliente 01406,2025-10-22,,,,Recorrente,Ativo
1407,Cliente 01407,2024-03-21,,,,Recorrente,Ativo
1408,Cliente 01408,2025-12-27,,,,Recorrente,Ativo
1409,Cliente 01409,2025-04-29,,,,Novo,Ativo
1410,Cliente 01410,2025-01-08,,,,Novo,Ativo
1411,Cliente 01411,2025-12-10,,,,Novo,Ativo
1412,Cliente 01412,2024-07-18,,,,Recorrente,Ativo
1413,Cliente 01413,2025-06-20,,,,Novo,Ativo
1414,Cliente 01414,2025-04-10,,,,Recorrente,Ativo
1415,Cliente 01415,2024-03-29,,,,Novo,Ativo
1416,Cliente 01416,2024-09-24,,,,Recorrente,Ativo
1417,Cliente 01417,2025-10-16,,,,Novo,Ativo
1418,Cliente 01418,2025-07-24,,,,Recorrente,Ativo
1419,Cliente 01419,2025-05-03,,,,Novo,Ativo
1420,Cliente 01420,2025-06-21,,,,Novo,Ativo
1421,Cliente 01421,2024-02-16,,,,Novo,Ativo
1422,Cliente 01422,2024-10-14,,,,Recorrente,Ativo
1423,Cliente 01423,2024-01-16,,,,Novo,Ativo
1424,Cliente 01424,2025-12-11,,,,Novo,Ativo
1425,Cliente 01425,2025-02-04,,,,VIP,Ativo
1426,Cliente 01426,2024-03-26,,,,Recorrente,Ativo
1427,Cliente 01427,2024-09-06,,,,VIP,Ativo
1428,Cliente 01428,2025-01-25,,,,Novo,Ativo
1429,Cliente 01429,2024-11-30,,,,Novo,Ativo
1430,Cliente 01430,2025-09-20,,,,Recorrente,Inativo
1431,Cliente 01431,2025-06-02,,,,Novo,Inativo
1432,Cliente 01432,2024-05-16,,,,Recorrente,Ativo
1433,Cliente 01433,2025-11-18,,,,Novo,Ativo
1434,Cliente 01434,2025-05-12,,,,Novo,Ativo
1435,Cliente 01435,2025-12-27,,,,Novo,Ativo
1436,Cliente 01436,2025-04-21,,,,Novo,Ativo
1437,Cliente 01437,2025-08-16,,,,Novo,Inativo
1438,Cliente 01438,2024-08-10,,,,Novo,Ativo
1439,Cliente 01439,2025-01-06,,,,VIP,Ativo
1440,Cliente 01440,2025-02-05,,,,Novo,Ativo
1441,Cliente 01441,2025-03-18,,,,Recorrente,Ativo
1442,Cliente 01442,2025-05-04,,,,Recorrente,Ativo
1443,Cliente 01443,2025-09-06,,,,Recorrente,Ativo
1444,Cliente 01444,2024-09-29,,,,Novo,Ativo
1445,Cliente 01445,2025-06-09,,,,Recorrente,Ativo
1446,Cliente 01446,2024-06-07,,,,Recorrente,Ativo
1447,Cliente 01447,2024-05-31,,,,Recorrente,Ativo
1448,Cliente 01448,2025-09-11,,,,Recorrente,Ativo
1449,Cliente 01449,2024-07-06,,,,VIP,Ativo
1450,Cliente 01450,2024-04-07,,,,Recorrente,Ativo
1451,Cliente 01451,2024-05-10,,,,Novo,Ativo
1452,Cliente 01452,2024-06-19,,,,Recorrente,Ativo
1453,Cliente 01453,2024-07-01,,,,Novo,Ativo
1454,Cliente 01454,2024-12-29,,,,Recorrente,Ativo
1455,Cliente 01455,2024-02-08,,,,Novo,Ativo
1456,Cliente 01456,2025-06-10,,,,Novo,Inativo
1457,Cliente 01457,2025-05-11,,,,Recorrente,Ativo
1458,Cliente 01458,2025-05-30,,,,Recorrente,Ativo
1459,Cliente 01459,2024-12-14,,,,Novo,Ativo
1460,Cliente 01460,2025-01-31,,,,Novo,Ativo
1461,Cliente 01461,2025-12-22,,,,Recorrente,Ativo
1462,Cliente 01462,2024-06-09,,,,Novo,Ativo
1463,Cliente 01463,2024-01-16,,,,Recorrente,Ativo
1464,Cliente 01464,2025-05-07,,,,Novo,Ativo
1465,Cliente 01465,2025-03-01,,,,Recorrente,Ativo
1466,Cliente 01466,2024-04-17,,,,Recorrente,Ativo
1467,Cliente 01467,2025-03-25,,,,Novo,Ativo
1468,Cliente 01468,2024-11-06,,,,Novo,Ativo
1469,Cliente 01469,2024-06-18,,,,Novo,Ativo
1470,Cliente 01470,2025-06-29,,,,Recorrente,Ativo
1471,Cliente 01471,2025-02-17,,,,Novo,Inativo
1472,Cliente 01472,2024-09-07,,,,Recorrente,Ativo
1473,Cliente 01473,2024-05-20,,,,Novo,Ativo
1474,Cliente 01474,2024-09-30,,,,Novo,Ativo
1475,Cliente 01475,2025-02-19,,,,Novo,Ativo
1476,Cliente 01476,2025-08-30,,,,Novo,Ativo
1477,Cliente 01477,2024-02-08,,,,Recorrente,Ativo
1478,Cliente 01478,2024-01-29,,,,Recorrente,Ativo
1479,Cliente 01479,2025-04-21,,,,Recorrente,Ativo
1480,Cliente 01480,2024-11-13,,,,Novo,Ativo
1481,Cliente 01481,2024-09-01,,,,VIP,Ativo
1482,Cliente 01482,2025-11-27,,,,Recorrente,Ativo
1483,Cliente 01483,2024-09-28,,,,VIP,Ativo
1484,Cliente 01484,2025-03-15,,,,Novo,Ativo
1485,Cliente 01485,2024-08-26,,,,Novo,Ativo
1486,Cliente 01486,2025-01-11,,,,Novo,Ativo
1487,Cliente 01487,2024-09-22,,,,Recorrente,Ativo
1488,Cliente 01488,2024-12-24,,,,Novo,Ativo
1489,Cliente 01489,2024-12-05,,,,Novo,Ativo
1490,Cliente 01490,2025-01-23,,,,Novo,Inativo
1491,Cliente 01491,2025-07-30,,,,Recorrente,Ativo
1492,Cliente 01492,2025-11-19,,,,Recorrente,Ativo
1493,Cliente 01493,2024-01-03,,,,Novo,Ativo
1494,Cliente 01494,2025-03-04,,,,Novo,Ativo
1495,Cliente 01495,2024-05-21,,,,Recorrente,Ativo
1496,Cliente 01496,2025-01-10,,,,VIP,Ativo
1497,Cliente 01497,2025-10-31,,,,Recorrente,Ativo
1498,Cliente 01498,2024-11-19,,,,VIP,Ativo
1499,Cliente 01499,2024-05-25,,,,Recorrente,Inativo
1500,Cliente 01500,2024-10-19,,,,Recorrente,Ativo
1501,Cliente 01501,2025-10-26,,,,Novo,Ativo
1502,Cliente 01502,2025-03-07,,,,Recorrente,Ativo
1503,Cliente 01503,2025-12-05,,,,Recorrente,Ativo
1504,Cliente 01504,2025-08-07,,,,Recorrente,Ativo
1505,Cliente 01505,2025-02-02,,,,Novo,Ativo
1506,Cliente 01506,2024-12-09,,,,Novo,Ativo
1507,Cliente 01507,2024-05-19,,,,Novo,Ativo
1508,Cliente 01508,2024-07-05,,,,Novo,Inativo
1509,Cliente 01509,2024-03-01,,,,Novo,Ativo
1510,Cliente 01510,2025-01-14,,,,Recorrente,Ativo
1511,Cliente 01511,2025-12-10,,,,Novo,Ativo
1512,Cliente 01512,2025-03-15,,,,Novo,Ativo
1513,Cliente 01513,2024-11-14,,,,Novo,Ativo
1514,Cliente 01514,2024-10-28,,,,Recorrente,Ativo
1515,Cliente 01515,2024-12-09,,,,Novo,Ativo
1516,Cliente 01516,2024-01-11,,,,Novo,Ativo
1517,Cliente 01517,2024-03-02,,,,Recorrente,Ativo
1518,Cliente 01518,2024-08-13,,,,Novo,Ativo
1519,Cliente 01519,2024-06-01,,,,VIP,Ativo
1520,Cliente 01520,2025-12-11,,,,VIP,Ativo
1521,Cliente 01521,2025-07-17,,,,Novo,Ativo
1522,Cliente 01522,2025-07-24,,,,Novo,Ativo
1523,Cliente 01523,2025-08-06,,,,Recorrente,Ativo
1524,Cliente 01524,2025-10-21,,,,Novo,Ativo
1525,Cliente 01525,2025-07-28,,,,Novo,Ativo
1526,Cliente 01526,2024-11-05,,,,Novo,Ativo
1527,Cliente 01527,2024-08-30,,,,VIP,Ativo
1528,Cliente 01528,2025-05-07,,,,Novo,Ativo
1529,Cliente 01529,2024-12-31,,,,Recorrente,Inativo
1530,Cliente 01530,2024-11-25,,,,Recorrente,Ativo
1531,Cliente 01531,2024-04-16,,,,Novo,Ativo
1532,Cliente 01532,2024-08-13,,,,Novo,Ativo
1533,Cliente 01533,2024-08-05,,,,VIP,Inativo
1534,Cliente 01534,2025-05-20,,,,Novo,Ativo
1535,Cliente 01535,2024-09-15,,,,Recorrente,Ativo
1536,Cliente 01536,2025-05-31,,,,Novo,Ativo
1537,Cliente 01537,2024-02-23,,,,Novo,Ativo
1538,Cliente 01538,2024-02-16,,,,Novo,Inativo
1539,Cliente 01539,2025-12-27,,,,Novo,Ativo
1540,Cliente 01540,2025-11-19,,,,Novo,Ativo
1541,Cliente 01541,2025-06-04,,,,Recorrente,Ativo
1542,Cliente 01542,2024-04-08,,,,Novo,Ativo
1543,Cliente 01543,2024-01-20,,,,Novo,Ativo
1544,Cliente 01544,2025-07-26,,,,Novo,Ativo
1545,Cliente 01545,2025-05-04,,,,Recorrente,Ativo
1546,Cliente 01546,2025-02-22,,,,Novo,Ativo
1547,Cliente 01547,2025-11-20,,,,Recorrente,Ativo
1548,Cliente 01548,2024-03-02,,,,Novo,Ativo
1549,Cliente 01549,2024-05-24,,,,Novo,Ativo
1550,Cliente 01550,2024-08-03,,,,Novo,Ativo
